;secteur_activite;representants_id
4309;Logement, aménagement du territoire, urbanisme;1104
4310;Economie;1105
4311;Education, enseignement supérieur, formation;1105
4312;Travail, emploi, solidarité;1105
4313;Fiscalité, finances publiques;1105
4314;Logement, aménagement du territoire, urbanisme;1105
4315;Agriculture, alimentation, pêche;1106
4316;Concurrence, consommation;1106
4317;Travail, emploi, solidarité;1106
4318;Fiscalité, finances publiques;1106
4319;Environnement;1106
4320;Questions migratoires;1107
4321;Questions de société;1107
4322;Travail, emploi, solidarité;1108
4323;Questions de société;1108
4324;Questions migratoires;1108
4325;Recherche, innovation;1109
4326;Santé, sécurité sociale;1109
4327;Agriculture, alimentation, pêche;1110
4328;Economie;1111
4329;Education, enseignement supérieur, formation;1111
4330;Recherche, innovation;1111
4331;Gouvernance d’entreprise;1111
4332;Environnement;1111
4333;Concurrence, consommation;1112
4334;Médias, industries culturelles;1112
4335;Numérique;1112
4336;Communications électroniques;1112
4337;Affaires étrangères, coopération internationale;1113
4338;Commerce extérieur;1113
4339;Concurrence, consommation;1113
4340;Economie;1113
4341;Education, enseignement supérieur, formation;1113
4342;Concurrence, consommation;1114
4343;Travail, emploi, solidarité;1114
4344;Fiscalité, finances publiques;1114
4345;Logement, aménagement du territoire, urbanisme;1114
4346;Santé, sécurité sociale;1114
4347;Environnement;1115
4348;Concurrence, consommation;1116
4349;Education, enseignement supérieur, formation;1116
4350;Travail, emploi, solidarité;1116
4351;Professions réglementées;1116
4352;Sports, loisirs, tourisme;1116
4353;Recherche, innovation;1117
4354;Professions réglementées;1117
4355;Propriété intellectuelle;1117
4356;Santé, sécurité sociale;1117
4357;Economie;1118
4358;Education, enseignement supérieur, formation;1118
4359;Travail, emploi, solidarité;1118
4360;Fiscalité, finances publiques;1118
4361;Logement, aménagement du territoire, urbanisme;1118
4362;Banques, assurances, secteur financier;1119
4363;Santé, sécurité sociale;1120
4364;Affaires étrangères, coopération internationale;1121
4365;Commerce extérieur;1121
4366;Gouvernance d’entreprise;1121
4367;Outre-mer;1121
4368;Pouvoirs publics, institutions, fonction publique;1121
4369;Economie;1122
4370;Energie;1122
4371;Fiscalité, finances publiques;1122
4372;Logement, aménagement du territoire, urbanisme;1122
4373;Numérique;1122
4374;Energie;1123
4375;Environnement;1123
4376;Numérique;1123
4377;Pouvoirs publics, institutions, fonction publique;1123
4378;Banques, assurances, secteur financier;1124
4379;Economie;1124
4380;Travail, emploi, solidarité;1124
4381;Fiscalité, finances publiques;1124
4382;Affaires étrangères, coopération internationale;1125
4383;Energie;1125
4384;Environnement;1125
4385;Outre-mer;1125
4386;Pouvoirs publics, institutions, fonction publique;1125
4387;Affaires étrangères, coopération internationale;1126
4388;Energie;1127
4389;Affaires étrangères, coopération internationale;1128
4390;Education, enseignement supérieur, formation;1128
4391;Questions de société;1128
4392;Agriculture, alimentation, pêche;1129
4393;Economie;1129
4394;Travail, emploi, solidarité;1129
4395;Energie;1129
4396;Environnement;1129
4397;Energie;1130
4398;Recherche, innovation;1130
4399;Environnement;1130
4400;Propriété intellectuelle;1130
4401;Travail, emploi, solidarité;1131
4402;Economie;1132
4403;Education, enseignement supérieur, formation;1132
4404;Travail, emploi, solidarité;1132
4405;Environnement;1132
4406;Logement, aménagement du territoire, urbanisme;1132
4407;Recherche, innovation;1133
4408;Santé, sécurité sociale;1133
4409;Agriculture, alimentation, pêche;1134
4410;Banques, assurances, secteur financier;1134
4411;Energie;1135
4412;Environnement;1135
4413;Logement, aménagement du territoire, urbanisme;1135
4414;Numérique;1135
4415;Sports, loisirs, tourisme;1135
4416;Arts, patrimoine culturel;1136
4417;Economie;1136
4418;Education, enseignement supérieur, formation;1136
4419;Travail, emploi, solidarité;1136
4420;Professions réglementées;1136
4421;Education, enseignement supérieur, formation;1137
4422;Travail, emploi, solidarité;1137
4423;Banques, assurances, secteur financier;1138
4424;Economie;1138
4425;Travail, emploi, solidarité;1138
4426;Numérique;1138
4427;Propriété intellectuelle;1138
4428;Communications électroniques;1138
4429;Agriculture, alimentation, pêche;1139
4430;Agriculture, alimentation, pêche;1140
4431;Energie;1141
4432;Recherche, innovation;1141
4433;Environnement;1141
4434;Propriété intellectuelle;1141
4435;Transports, logistique;1141
4436;Agriculture, alimentation, pêche;1142
4437;Banques, assurances, secteur financier;1142
4438;Education, enseignement supérieur, formation;1143
4439;Concurrence, consommation;1144
4440;Economie;1144
4441;Travail, emploi, solidarité;1144
4442;Environnement;1144
4443;Transports, logistique;1144
4444;Economie;1145
4445;Education, enseignement supérieur, formation;1145
4446;Travail, emploi, solidarité;1145
4447;Fiscalité, finances publiques;1145
4448;Agriculture, alimentation, pêche;1146
4449;Concurrence, consommation;1146
4450;Travail, emploi, solidarité;1146
4451;Fiscalité, finances publiques;1146
4452;Environnement;1146
4453;Agriculture, alimentation, pêche;1147
4454;Travail, emploi, solidarité;1147
4455;Fiscalité, finances publiques;1147
4456;Environnement;1147
4457;Affaires étrangères, coopération internationale;1148
4458;Agriculture, alimentation, pêche;1148
4459;Commerce extérieur;1148
4460;Défense, sécurité;1148
4461;Economie;1148
4462;Education, enseignement supérieur, formation;1148
4463;Energie;1148
4464;Recherche, innovation;1148
4465;Gouvernance d’entreprise;1148
4466;Environnement;1148
4467;Logement, aménagement du territoire, urbanisme;1148
4468;Numérique;1148
4469;Questions de société;1148
4470;Sports, loisirs, tourisme;1148
4471;Agriculture, alimentation, pêche;1149
4472;Médias, industries culturelles;1150
4473;Défense, sécurité;1151
4474;Agriculture, alimentation, pêche;1152
4475;Energie;1152
4476;Environnement;1152
4477;Logement, aménagement du territoire, urbanisme;1152
4478;Transports, logistique;1152
4479;Energie;1153
4480;Environnement;1153
4481;Logement, aménagement du territoire, urbanisme;1153
4482;Sports, loisirs, tourisme;1154
4483;Agriculture, alimentation, pêche;1155
4484;Banques, assurances, secteur financier;1155
4485;Energie;1155
4486;Pouvoirs publics, institutions, fonction publique;1155
4487;Santé, sécurité sociale;1155
4488;Education, enseignement supérieur, formation;1156
4489;Environnement;1156
4490;Logement, aménagement du territoire, urbanisme;1156
4491;Santé, sécurité sociale;1156
4492;Questions de société;1156
4493;Concurrence, consommation;1157
4494;Energie;1157
4495;Logement, aménagement du territoire, urbanisme;1157
4496;Numérique;1157
4497;Sports, loisirs, tourisme;1157
4498;Logement, aménagement du territoire, urbanisme;1158
4499;Transports, logistique;1158
4500;Affaires étrangères, coopération internationale;1159
4501;Economie;1159
4502;Education, enseignement supérieur, formation;1159
4503;Travail, emploi, solidarité;1159
4504;Recherche, innovation;1159
4505;Banques, assurances, secteur financier;1160
4506;Agriculture, alimentation, pêche;1161
4507;Défense, sécurité;1162
4508;Recherche, innovation;1162
4509;Médias, industries culturelles;1163
4510;Agriculture, alimentation, pêche;1164
4511;Gouvernance d’entreprise;1164
4512;Environnement;1164
4513;Pouvoirs publics, institutions, fonction publique;1164
4514;Commerce extérieur;1165
4515;Economie;1165
4516;Education, enseignement supérieur, formation;1165
4517;Travail, emploi, solidarité;1165
4518;Energie;1165
4519;Numérique;1165
4520;Agriculture, alimentation, pêche;1166
4521;Economie;1166
4522;Environnement;1166
4523;Logement, aménagement du territoire, urbanisme;1166
4524;Transports, logistique;1166
4525;Economie;1167
4526;Recherche, innovation;1167
4527;Santé, sécurité sociale;1167
4528;Agriculture, alimentation, pêche;1168
4529;Concurrence, consommation;1168
4530;Logement, aménagement du territoire, urbanisme;1168
4531;Numérique;1168
4532;Santé, sécurité sociale;1168
4533;Défense, sécurité;1169
4534;Concurrence, consommation;1170
4535;Economie;1170
4536;Energie;1170
4537;Fiscalité, finances publiques;1170
4538;Economie;1171
4539;Pouvoirs publics, institutions, fonction publique;1171
4540;Concurrence, consommation;1172
4541;Economie;1172
4542;Fiscalité, finances publiques;1172
4543;Pouvoirs publics, institutions, fonction publique;1172
4544;Sports, loisirs, tourisme;1172
4545;Economie;1173
4546;Education, enseignement supérieur, formation;1173
4547;Energie;1173
4548;Logement, aménagement du territoire, urbanisme;1173
4549;Affaires étrangères, coopération internationale;1174
4550;Agriculture, alimentation, pêche;1174
4551;Logement, aménagement du territoire, urbanisme;1174
4552;Outre-mer;1174
4553;Sports, loisirs, tourisme;1174
4554;Commerce extérieur;1175
4555;Défense, sécurité;1175
4556;Education, enseignement supérieur, formation;1175
4557;Environnement;1175
4558;Outre-mer;1175
4559;Economie;1176
4560;Education, enseignement supérieur, formation;1176
4561;Travail, emploi, solidarité;1176
4562;Fiscalité, finances publiques;1176
4563;Santé, sécurité sociale;1176
4564;Fiscalité, finances publiques;1177
4565;Numérique;1177
4566;Communications électroniques;1177
4567;Agriculture, alimentation, pêche;1178
4568;Concurrence, consommation;1178
4569;Energie;1178
4570;Numérique;1178
4571;Santé, sécurité sociale;1178
4572;Logement, aménagement du territoire, urbanisme;1179
4573;Banques, assurances, secteur financier;1180
4574;Fiscalité, finances publiques;1180
4575;Gouvernance d’entreprise;1180
4576;Arts, patrimoine culturel;1181
4577;Médias, industries culturelles;1181
4578;Numérique;1181
4579;Professions réglementées;1181
4580;Agriculture, alimentation, pêche;1182
4581;Affaires étrangères, coopération internationale;1183
4582;Commerce extérieur;1183
4583;Recherche, innovation;1183
4584;Fiscalité, finances publiques;1183
4585;Environnement;1183
4586;Santé, sécurité sociale;1184
4587;Questions de société;1184
4588;Agriculture, alimentation, pêche;1185
4589;Commerce extérieur;1185
4590;Concurrence, consommation;1185
4591;Fiscalité, finances publiques;1185
4592;Environnement;1185
4593;Santé, sécurité sociale;1186
4594;Agriculture, alimentation, pêche;1187
4595;Logement, aménagement du territoire, urbanisme;1188
4596;Concurrence, consommation;1189
4597;Recherche, innovation;1189
4598;Médias, industries culturelles;1189
4599;Numérique;1189
4600;Communications électroniques;1189
4601;Banques, assurances, secteur financier;1190
4602;Concurrence, consommation;1190
4603;Economie;1190
4604;Fiscalité, finances publiques;1190
4605;Gouvernance d’entreprise;1190
4606;Education, enseignement supérieur, formation;1191
4607;Professions réglementées;1191
4608;Santé, sécurité sociale;1191
4609;Banques, assurances, secteur financier;1192
4610;Education, enseignement supérieur, formation;1192
4611;Travail, emploi, solidarité;1192
4612;Questions de société;1192
4613;Economie;1193
4614;Travail, emploi, solidarité;1193
4615;Fiscalité, finances publiques;1193
4616;Gouvernance d’entreprise;1193
4617;Santé, sécurité sociale;1193
4618;Concurrence, consommation;1194
4619;Fiscalité, finances publiques;1194
4620;Numérique;1194
4621;Communications électroniques;1194
4622;Transports, logistique;1194
4623;Santé, sécurité sociale;1195
4624;Economie;1196
4625;Travail, emploi, solidarité;1196
4626;Environnement;1196
4627;Logement, aménagement du territoire, urbanisme;1196
4628;Pouvoirs publics, institutions, fonction publique;1196
4629;Economie;1197
4630;Education, enseignement supérieur, formation;1197
4631;Logement, aménagement du territoire, urbanisme;1197
4632;Fiscalité, finances publiques;1198
4633;Environnement;1198
4634;Agriculture, alimentation, pêche;1199
4635;Concurrence, consommation;1199
4636;Economie;1199
4637;Education, enseignement supérieur, formation;1199
4638;Travail, emploi, solidarité;1199
4639;Concurrence, consommation;1200
4640;Economie;1200
4641;Fiscalité, finances publiques;1200
4642;Environnement;1200
4643;Numérique;1200
4644;Communications électroniques;1200
4645;Transports, logistique;1200
4646;Numérique;1201
4647;Communications électroniques;1201
4648;Economie;1202
4649;Travail, emploi, solidarité;1202
4650;Energie;1202
4651;Fiscalité, finances publiques;1202
4652;Environnement;1202
4653;Fiscalité, finances publiques;1203
4654;Environnement;1203
4655;Logement, aménagement du territoire, urbanisme;1203
4656;Numérique;1203
4657;Professions réglementées;1203
4658;Défense, sécurité;1204
4659;Professions réglementées;1204
4660;Justice;1205
4661;Energie;1206
4662;Numérique;1207
4663;Défense, sécurité;1208
4664;Education, enseignement supérieur, formation;1208
4665;Logement, aménagement du territoire, urbanisme;1208
4666;Santé, sécurité sociale;1208
4667;Transports, logistique;1208
4668;Economie;1209
4669;Energie;1209
4670;Fiscalité, finances publiques;1209
4671;Environnement;1209
4672;Transports, logistique;1209
4673;Economie;1210
4674;Education, enseignement supérieur, formation;1210
4675;Travail, emploi, solidarité;1210
4676;Fiscalité, finances publiques;1210
4677;Santé, sécurité sociale;1210
4678;Travail, emploi, solidarité;1211
4679;Médias, industries culturelles;1211
4680;Numérique;1211
4681;Propriété intellectuelle;1211
4682;Justice;1212
4683;Numérique;1212
