;domaines_intervention_actions_menees;activite_id
19234;Marché du numérique;9331
19235;E-commerce;9331
19236;Marché du numérique;9332
19237;E-commerce;9332
19238;Taxes;9333
19239;Marché du numérique;9333
19240;E-commerce;9333
19241;Taxes;9334
19242;Marché du numérique;9334
19243;E-commerce;9334
19244;Marché du numérique;9335
19245;E-commerce;9335
19246;Marché du numérique;9336
19247;E-commerce;9336
19248;Liberté d’expression et d’information;9337
19249;Protection des données;9337
19250;Marché du numérique;9337
19251;E-commerce;9337
19252;Protection des données;9338
19253;Marché du numérique;9339
19254;Protection des données;9340
19255;Marché du numérique;9340
19256;Liberté d’expression et d’information;9341
19257;Marché du numérique;9341
19258;Droit d'auteur;9342
19259;Protection des données;9342
19260;Marché du numérique;9342
19261;Bâtiments et travaux publics;9343
19262;Construction;9343
19263;PME/TPE;9344
19264;Aides aux entreprises;9344
19265;Logement;9345
19266;Logement;9346
19267;Professions réglementées;9347
19268;Sécurité nationale;9347
19269;Professions réglementées;9348
19270;Marchés réglementés;9348
19271;Sécurité nationale;9348
19272;Professions réglementées;9349
19273;Sécurité nationale;9349
19274;Droits et libertés fondamentales;9350
19275;Justice civile;9351
19276;Droits et libertés fondamentales;9352
19277;Droits et libertés fondamentales;9353
19278;Droits et libertés fondamentales;9354
19279;Droits et libertés fondamentales;9355
19280;Professions réglementées;9356
19281;Droits et libertés fondamentales;9357
19282;Droits et libertés fondamentales;9358
19283;Droits et libertés fondamentales;9359
19284;Droits et libertés fondamentales;9360
19285;Droits et libertés fondamentales;9361
19286;Droits et libertés fondamentales;9362
19287;Droits et libertés fondamentales;9363
19288;Energies renouvelables;9364
19289;Energies renouvelables;9365
19290;Taxes;9366
19291;Tourisme/hôtellerie;9366
19292;E-commerce;9366
19293;Impôts;9367
19294;Tourisme/hôtellerie;9367
19295;E-commerce;9367
19296;Partenariats public/privé;9368
19297;Bâtiments et travaux publics;9368
19298;Logement;9368
19299;Construction;9368
19300;Collectivités territoriales;9368
19301;Bâtiments et travaux publics;9369
19302;Logement;9369
19303;Construction;9369
19304;Taxes;9370
19305;Impact des transports individuels;9370
19306;Impact des transports marchands et collectifs;9370
19307;Impact de l'activité industrielle;9370
19308;Energies fossiles;9370
19309;Politique industrielle;9371
19310;Energies fossiles;9371
19311;Infrastructures;9371
19312;Taxes;9372
19313;Politique industrielle;9372
19314;Impact de l'activité industrielle;9372
19315;Energies fossiles;9372
19316;Infrastructures;9372
19317;PME/TPE;9373
19318;Logement;9373
19319;Développement des territoires;9373
19320;Energies fossiles;9373
19321;Infrastructures;9373
19322;Politique industrielle;9374
19323;Impact de l'activité industrielle;9374
19324;Energies fossiles;9374
19325;Politique industrielle;9375
19326;Impact de l'activité industrielle;9375
19327;Energies fossiles;9375
19328;Taxes;9376
19329;Logement;9376
19330;Energies fossiles;9376
19331;Budget;9376
19332;Infrastructures;9376
19333;PME/TPE;9377
19334;Politique industrielle;9377
19335;Impact de l'activité industrielle;9377
19336;Développement des territoires;9377
19337;Energies fossiles;9377
19338;Politique industrielle;9378
19339;Energies fossiles;9378
19340;Infrastructures;9378
19341;Taxes;9379
19342;Politique industrielle;9379
19343;Impact des transports individuels;9379
19344;Impact des transports marchands et collectifs;9379
19345;Energies fossiles;9379
19346;Aides aux entreprises;9380
19347;Politique industrielle;9380
19348;Recherche et innovation;9380
19349;Energies renouvelables;9380
19350;Energies fossiles;9380
19351;Politique industrielle;9381
19352;Impact de l'activité industrielle;9381
19353;Energies fossiles;9381
19354;Politique industrielle;9382
19355;Energies fossiles;9382
19356;Taxes;9383
19357;PME/TPE;9383
19358;Energies fossiles;9383
19359;Politique industrielle;9384
19360;Impact de l'activité industrielle;9384
19361;Energies fossiles;9384
19362;Taxes;9385
19363;Energies fossiles;9385
19364;Energies fossiles;9386
19365;Politique industrielle;9387
19366;Impact de l'activité industrielle;9387
19367;Energies fossiles;9387
19368;Taxes;9388
19369;PME/TPE;9388
19370;Energies fossiles;9388
19371;Audiovisuel;9389
19372;Audiovisuel;9390
19373;Industrie agroalimentaire;9391
19374;Agriculture;9391
19375;Industrie agroalimentaire;9392
19376;Agriculture;9392
19377;Partenariats public/privé;9393
19378;Industrie agroalimentaire;9393
19379;Aide au développement;9393
19380;Agriculture;9393
19381;Aide au développement;9394
19382;Agriculture;9394
19383;Accords internationaux;9394
19384;Marchés réglementés;9395
19385;Partenariats public/privé;9396
19386;Industrie agroalimentaire;9396
19387;Aide au développement;9396
19388;Agriculture;9396
19389;Sécurité et normes alimentaires;9397
19390;Industrie agroalimentaire;9397
19391;Agriculture;9397
19392;Transport de voyageurs;9398
19393;Partenariats public/privé;9398
19394;Infrastructures;9398
19395;Transport de voyageurs;9399
19396;Partenariats public/privé;9399
19397;Infrastructures;9399
19398;Transport de voyageurs;9400
19399;Transport de voyageurs;9401
19400;Transport de voyageurs;9402
19401;Partenariats public/privé;9402
19402;Infrastructures;9402
19403;Transport de voyageurs;9403
19404;Partenariats public/privé;9403
19405;Industrie aéronautique;9404
19406;Défense;9404
19407;Industrie aéronautique;9405
19408;Défense;9405
19409;Défense;9406
19410;Industrie aéronautique;9407
19411;Sécurité nationale;9407
19412;Défense;9408
19413;Défense;9409
19414;Défense;9410
19415;Droit du travail;9411
19416;Politique industrielle;9411
19417;Dialogue social;9412
19418;PME/TPE;9412
19419;Droit du travail;9412
19420;Soins et maladies;9412
19421;Impôts;9413
19422;Dialogue social;9413
19423;Droit du travail;9413
19424;Formation professionnelle;9413
19425;Taxes;9414
19426;Impôts;9414
19427;Déchets;9414
19428;Impact de l'activité industrielle;9414
19429;Industrie agroalimentaire;9415
19430;Industrie agroalimentaire;9416
19431;Secret des affaires / Secret professionnel;9417
19432;Transport de voyageurs;9418
19433;Politique industrielle;9418
19434;Secret des affaires / Secret professionnel;9419
19435;Transport de voyageurs;9420
19436;Protection des données;9420
19437;Infrastructures;9420
19438;Transport de voyageurs;9421
19439;Protection des données;9421
19440;Infrastructures;9421
19441;Transport de voyageurs;9422
19442;Protection des données;9422
19443;Infrastructures;9422
19444;Transport de voyageurs;9423
19445;Formation professionnelle;9424
19446;Transport de voyageurs;9425
19447;Transports alternatifs;9425
19448;Taxes;9426
19449;Transport de voyageurs;9426
19450;Budget;9426
19451;Transport de fret;9427
19452;Transport de voyageurs;9427
19453;Infrastructures;9427
19454;Transport de voyageurs;9428
19455;Transport de fret;9429
19456;Transport de voyageurs;9429
19457;Infrastructures;9429
19458;Transport de fret;9430
19459;Transport de voyageurs;9430
19460;Infrastructures;9430
19461;Transport de voyageurs;9431
19462;Protection des données;9431
19463;Infrastructures;9431
19464;Transport de voyageurs;9432
19465;Impact des transports individuels;9432
19466;Transports alternatifs;9432
19467;Transport de voyageurs;9433
19468;Transport de voyageurs;9434
19469;Impact des transports marchands et collectifs;9434
19470;Transport de voyageurs;9435
19471;Transport de voyageurs;9436
19472;Infrastructures de télécommunications;9436
19473;Budget;9436
19474;Transport de voyageurs;9437
19475;Transports alternatifs;9437
19476;Retraites;9438
19477;Transport de voyageurs;9438
19478;Transport de voyageurs;9439
19479;Transport de fret;9440
19480;Transport de voyageurs;9440
19481;Infrastructures;9440
19482;Transport de fret;9441
19483;Transport de voyageurs;9441
19484;Infrastructures;9441
19485;Transport de voyageurs;9442
19486;Transport de fret;9443
19487;Transport de voyageurs;9443
19488;Infrastructures;9443
19489;Transport de voyageurs;9444
19490;Développement des territoires;9445
19491;Agriculture;9445
19492;Développement des territoires;9446
19493;Agriculture;9447
19494;Formation professionnelle;9448
19495;Développement des territoires;9449
19496;Energies renouvelables;9449
19497;Agriculture;9449
19498;Agriculture;9450
19499;Développement des territoires;9451
19500;Energies renouvelables;9451
19501;Agriculture;9451
19502;Développement des territoires;9452
19503;Agriculture;9452
19504;Politique industrielle;9453
19505;Forêt;9453
19506;Développement des territoires;9453
19507;Taxation;9453
19508;Bâtiments et travaux publics;9454
19509;Bâtiments et travaux publics;9455
19510;PME/TPE;9456
19511;Remboursements;9457
19512;Prévention;9457
19513;Médicaments;9457
19514;Soins et maladies;9457
19515;Système de santé et médico-social;9457
19516;Système de santé et médico-social;9458
19517;Système de santé et médico-social;9459
19518;Agriculture;9460
19519;Agriculture;9461
19520;Agriculture;9462
19521;Agriculture;9463
19522;Agriculture;9464
19523;Agriculture;9465
19524;Agriculture;9466
19525;Agriculture;9467
19526;Transport de fret;9468
19527;Accords internationaux;9468
19528;Transport de fret;9469
19529;Transport de fret;9470
19530;Transport de fret;9471
19531;Transport de fret;9472
19532;Transport de fret;9473
19533;Sécurité et normes alimentaires;9474
19534;Industrie agroalimentaire;9474
19535;Agriculture;9474
19536;Agriculture;9475
19537;Transport de voyageurs;9476
19538;Droit du travail;9476
19539;Transports alternatifs;9476
19540;Transport de voyageurs;9477
19541;Droit du travail;9477
19542;Formation professionnelle;9477
19543;Transports alternatifs;9477
19544;Sécurité et normes alimentaires;9478
19545;Agriculture;9478
19546;Sécurité et normes alimentaires;9479
19547;Agriculture;9479
19548;Sécurité et normes alimentaires;9480
19549;Agriculture;9480
19550;Politique industrielle;9481
19551;Politique industrielle;9482
19552;Impact de l'activité industrielle;9482
19553;Politique industrielle;9483
19554;Impact de l'activité industrielle;9483
19555;Politique industrielle;9484
19556;Développement des territoires;9484
19557;Energies fossiles;9485
19558;Politique industrielle;9486
19559;Politique industrielle;9487
19560;Energies fossiles;9488
19561;Energies fossiles;9489
19562;Politique industrielle;9490
19563;Politique industrielle;9491
19564;Energies fossiles;9492
19565;Energies fossiles;9493
19566;Energies fossiles;9494
19567;Energies fossiles;9495
19568;Energies fossiles;9496
19569;Energies fossiles;9497
19570;Energies fossiles;9498
19571;Sports;9499
19572;Sports;9500
19573;Impôts;9501
19574;Sports;9502
19575;Sports;9503
19576;Sports;9504
19577;Sports;9505
19578;Sports;9506
19579;Sports;9507
19580;Sports;9508
19581;Sports;9509
19582;Taxes;9510
19583;Impôts;9510
19584;Sports;9511
19585;Sports;9512
19586;Sports;9513
19587;Sécurité nationale;9514
19588;Impôts;9515
19589;Sports;9516
19590;Sports;9517
19591;Sports;9518
19592;Sports;9519
19593;Sports;9520
19594;Sports;9521
19595;Français de l’étranger;9522
19596;Industrie agroalimentaire;9523
19597;Education;9524
19598;Bien-être animal;9524
19599;Produits chimiques;9525
19600;Marchés réglementés;9525
19601;Sécurité et normes alimentaires;9525
19602;Chasse;9526
19603;Institutions européennes;9527
19604;Recherche et innovation;9527
19605;Industrie agroalimentaire;9527
19606;Marchés réglementés;9528
19607;Ordre administratif;9528
19608;Marchés réglementés;9529
19609;Sports;9529
19610;Bien-être animal;9529
19611;Marchés réglementés;9530
19612;Bien-être animal;9530
19613;Institutions européennes;9531
19614;Sécurité nationale;9531
19615;Marchés réglementés;9532
19616;Sécurité routière;9532
19617;Education;9533
19618;Bien-être animal;9533
19619;Marchés réglementés;9534
19620;Sports;9534
19621;Collectivités territoriales;9534
19622;Fonction publique;9534
19623;Développement des territoires;9534
19624;Marchés réglementés;9535
19625;Chasse;9535
19626;Sécurité nationale;9536
19627;Logement;9537
19628;Logement;9538
19629;Logement;9539
19630;Budget;9539
19631;Impôts;9540
19632;Spectacle vivant;9540
19633;Audiovisuel;9540
19634;Cinéma;9540
19635;Accès à la culture;9541
19636;Audiovisuel;9541
19637;Cinéma;9541
19638;Marché du numérique;9541
19639;Droit d'auteur;9542
19640;Spectacle vivant;9542
19641;Audiovisuel;9542
19642;Cinéma;9542
19643;Marché du numérique;9542
19644;Taxes;9543
19645;Spectacle vivant;9543
19646;Cinéma;9543
19647;Budget;9543
19648;Accès à la culture;9544
19649;Spectacle vivant;9544
19650;Audiovisuel;9544
19651;Cinéma;9544
19652;Marché du numérique;9544
19653;Accès à la culture;9545
19654;Spectacle vivant;9545
19655;Cinéma;9545
19656;Musique;9545
19657;Egalité femmes/hommes;9545
19658;Impôts;9546
19659;Spectacle vivant;9546
19660;Audiovisuel;9546
19661;Cinéma;9546
19662;Accès à la culture;9547
19663;Spectacle vivant;9547
19664;Cinéma;9547
19665;Musique;9547
19666;Accès à la culture;9548
19667;Spectacle vivant;9548
19668;Audiovisuel;9548
19669;Cinéma;9548
19670;Marché du numérique;9548
19671;Spectacle vivant;9549
19672;Audiovisuel;9549
19673;Cinéma;9549
19674;Egalité femmes/hommes;9549
19675;Taxes;9550
19676;Spectacle vivant;9550
19677;Audiovisuel;9550
19678;Cinéma;9550
19679;Audiovisuel;9551
19680;Cinéma;9551
19681;Marché du numérique;9551
19682;Droit d'auteur;9552
19683;Spectacle vivant;9552
19684;Audiovisuel;9552
19685;Cinéma;9552
19686;Marché du numérique;9552
19687;Transport de fret;9553
19688;Transport de voyageurs;9553
19689;Industrie agroalimentaire;9554
19690;Développement des territoires;9554
19691;Développement des territoires;9555
19692;Industrie agroalimentaire;9556
19693;Agriculture;9556
19694;Accès à l’Internet;9557
19695;Protection des données;9557
19696;Liberté d’expression et d’information;9558
19697;Droit d'auteur;9558
19698;Accès à l’Internet;9559
19699;Liberté d’expression et d’information;9559
19700;Accès à l’Internet;9560
19701;Liberté d’expression et d’information;9560
19702;Sécurité nationale;9561
19703;Accès à l’Internet;9562
19704;Liberté d’expression et d’information;9562
19705;Droits et libertés fondamentales;9562
19706;Protection des données;9562
19707;Marché du numérique;9562
19708;Déchets;9563
19709;Développement des territoires;9564
19710;Agriculture;9564
19711;Développement des territoires;9565
19712;Agriculture;9565
19713;Agriculture;9566
19714;Agriculture;9567
19715;Agriculture;9568
19716;Accords internationaux;9568
19717;Agriculture;9569
19718;Développement des territoires;9570
19719;Agriculture;9570
19720;Agriculture;9571
19721;Agriculture;9572
19722;Développement des territoires;9573
