;civilite_collaborateur;fonction_collaborateur;nom_collaborateur;prenom_collaborateur;representants_id;nom_prenom_collaborateur
3663;MME;Coordinatrice du réseau Villes et Territoires Soutenables;LOUBERSAC;Gabrielle;1152;LOUBERSAC Gabrielle
3664;MME;Coordinatrice du réseau Risques et Impacts Industriels;DEMONET;Solène;1152;DEMONET Solène
3665;MME;Coordinatrice du réseau santé environnement;LEPITRE;Charlotte;1152;LEPITRE Charlotte
3666;MME;Chargée de mission du réseau Transports et Mobilités Durables;MIRAOUI;Imène;1152;MIRAOUI Imène
3667;MME;Coordinatrice du réseau Transports et Mobilités Durables;CHEVERRY;Mayalen;1152;CHEVERRY Mayalen
3668;M;Coordinateur du réseau Océans,Mers et Littoraux;PICCIONE;François;1152;PICCIONE François
3669;MME;Chargée de mission du réseau Océans, Mers et Littoraux;MJATI;Sophie;1152;MJATI Sophie
3670;M;Coordinateur du réseau biodiversité;HOSY;Christian;1152;HOSY Christian
3671;MME;Chargée de mission du réseau biodiversité;MORELLE;Stéphanie;1152;MORELLE Stéphanie
3672;M;Chargé de mission biodiversité;PAQUIN;Maxime;1152;PAQUIN Maxime
3673;MME;Coordinatrice du réseau énergie;MATHIEN;Adeline;1152;MATHIEN Adeline
3674;MME;Chargée de mission du réseau prévention et gestion des déchets;ROLIN;Catherine;1152;ROLIN Catherine
3675;MME;Chargée de mission du réseau ressources en eau et milieux aquatiques;LEVIEUGE;Lorraine;1152;LEVIEUGE Lorraine
3676;M;Co-pilote du réseau Villes et Territoires Soutenables;GLEIZES;Jean-Marie;1152;GLEIZES Jean-Marie
3677;M;Pilote du réseau Transports et mobilités durables;THEVENON;Jean;1152;THEVENON Jean
3678;MME;Co-pilote du réseau Risques et Impacts Industriels;VASTEL;Ginette;1152;VASTEL Ginette
3679;M;Pilote du réseau énergie;VEYRET;Fabien;1152;VEYRET Fabien
3680;MME;Pilote du réseau prévention et gestion des déchets;VILLERMET;Nathalie;1152;VILLERMET Nathalie
3681;MME;Vice-présidente;DENIER-PASQUIER;Florence;1152;DENIER-PASQUIER Florence
3682;M;Secrétaire national;SCHWARTZ;Arnaud;1152;SCHWARTZ Arnaud
3683;M;Trésorier;PARTOS;Jérôme;1152;PARTOS Jérôme
3684;MME;Trésorière adjointe;MARTINIE-COUSTY;Elodie;1152;MARTINIE-COUSTY Elodie
3685;M;Président;DUBROMEL;Michel;1152;DUBROMEL Michel
3686;MME;Pilote du réseau agriculture;CLAVEIROLE;Cécile;1152;CLAVEIROLE Cécile
3687;M;Pilote du réseau forêt;LE BOULER;Hervé;1152;LE BOULER Hervé
3688;M;Pilote du réseau eau et milieux aquatiques;SAUMUREAU;Marc;1152;SAUMUREAU Marc
3689;MME;Chargée de projet;MSIKA;Léana;1153;MSIKA Léana
3690;M;Directeur Général;LEGRAND;Vincent;1153;LEGRAND Vincent
3691;M;Président;DE ROUX;Timothée;1154;DE ROUX Timothée
3692;MME;Trésorière;ALBY;Manuela;1154;ALBY Manuela
3693;MME;Secrétaire Général de l'UNPLV;BATELLI;Nathalie;1154;BATELLI Nathalie
3694;M;membre du Bureau de l’UNPLV;HIRIBARREN;Daniel;1154;HIRIBARREN Daniel
3695;MME;membre de l'UNPLV;LANGLAIS;Juliette;1154;LANGLAIS Juliette
3696;M;membre de l'UNPLV;CHOPARD LALLIER;Claude;1154;CHOPARD LALLIER Claude
3697;M;membre de l'UNPLV;JOUTEAU;Antoine;1154;JOUTEAU Antoine
3698;MME;membre de l’UNPLV;CORDUANT;Véronique;1154;CORDUANT Véronique
3699;MME;Associée;ROHRBACH;Anne-Juliette;1155;ROHRBACH Anne-Juliette
3700;M;Senior account manager;LECÊTRE;Pierre;1155;LECÊTRE Pierre
3701;M;Senior Advisor;LE BOURDONNEC;Yannick;1155;LE BOURDONNEC Yannick
3702;M;Managing Partner;BARROS-TASTETS;Thomas;1155;BARROS-TASTETS Thomas
3703;M;Associé;ROUSSEL;Benoit;1155;ROUSSEL Benoit
3704;M;Account Manager;DUTHILLEUL;Quentin;1155;DUTHILLEUL Quentin
3705;MME;consultante;DE SCHONEN;Alexandra;1155;DE SCHONEN Alexandra
3706;MME;consultante;CHAN ARAMENDI;Laura;1155;CHAN ARAMENDI Laura
3707;M;Délégué Général;IKNI;Anthony;1156;IKNI Anthony
3708;M;Actionnaire;TALVAS;Vincent;1157;TALVAS Vincent
3709;M;Directeur Général;SEBBANE;Jonathan;1158;SEBBANE Jonathan
3710;M;Directeur général adjoint;AUBERT;Guillaume;1158;AUBERT Guillaume
3711;MME;Directrice Communication et Relations Institutionnelles;LE VERN;Marie;1158;LE VERN Marie
3712;MME;Directrice de l'Innovation et du Développement;SAMADI;Sonia;1158;SAMADI Sonia
3713;MME;;BLACHON;Lauriane;1159;BLACHON Lauriane
3714;M;Délégué Général;VECCHIERINI DE MATRA;Jean;1160;VECCHIERINI DE MATRA Jean
3715;M;Président;DE VILLENEUVE;Pierre;1160;DE VILLENEUVE Pierre
3716;MME;Assistante du Délégué Général;CHICHEIL;Geneviève;1160;CHICHEIL Geneviève
3717;MME;Déléguée Régionale;BLEAU;Mathilde;1161;BLEAU Mathilde
3718;MME;Animatrice Installation Régionale;BIGOT;Sarah;1161;BIGOT Sarah
3719;M;Directeur du Cabinet du Président;TREFOURET;Pierre;1162;TREFOURET Pierre
3720;MME;Présidente;GROSSET;Kathleen;1163;GROSSET Kathleen
3721;MME;Directrice générale;BRAKA;Florence;1163;BRAKA Florence
3722;M;;SEYRIG;Rodolphe;1164;SEYRIG Rodolphe
3723;M;Délégué Général;FLEX;Stéphane;1165;FLEX Stéphane
3724;M;Président;RAUNICHER;Jean-Luc;1165;RAUNICHER Jean-Luc
3725;M;Président;FAYET;Jean-Fleury;1166;FAYET Jean-Fleury
3726;M;Directeur Affaires publiques;HÉRIARD;Philippe;1166;HÉRIARD Philippe
3727;M;Directeur des Etudes;HANNOUN;Michel;1167;HANNOUN Michel
3728;MME;Directeur Affaires Publiques;LIABEUF;Catherine;1167;LIABEUF Catherine
3729;M;Directeur;SEEMAN;Jeremy;1168;SEEMAN Jeremy
3730;MME;Directrice de clientèle;SALL;Rama;1168;SALL Rama
3731;M;Consultant;GROUT;Hugues;1168;GROUT Hugues
3732;M;Directeur des Relations Institutionnelles, de la Communication et des Ventes France;DUPUY;Alexandre;1169;DUPUY Alexandre
3733;M;Chargé de Mission;HERVE;Philippe;1169;HERVE Philippe
3734;MME;Directrice Communication Externe Groupe;BLANDIN;Laetitia;1169;BLANDIN Laetitia
3735;M;Responsable des Relations Institutionnelles France et Europe;SAINTE-CLAIRE DEVILLE;Arnaud;1169;SAINTE-CLAIRE DEVILLE Arnaud
3736;M;Responsable des relations institutionnelles;FERRARI;Albert;1170;FERRARI Albert
3737;MME;Directrice du pôle coopération;CARREY-CONTE;Fanélie;1170;CARREY-CONTE Fanélie
3738;M;Directeur général;HERGOTT;Jean Bernard;1171;HERGOTT Jean Bernard
3739;MME;Présidente-directrice générale;PALLEZ;Stéphane;1172;PALLEZ Stéphane
3740;M;Responsable du Département Relations Institutionnelles;JONES;Christopher;1172;JONES Christopher
3741;MME;Chargée de mission - Département Relations Institutionnelles;BOUBEKEUR;Nadjet;1172;BOUBEKEUR Nadjet
3742;MME;Directrice de la Régulation, des Relations avec l'Etat actionnaire et des Affaires européennes;HUGE;Marion;1172;HUGE Marion
3743;M;Secrétaire Général;PATTI;Ludovic;1173;PATTI Ludovic
3744;M;;EVENO;Patrick;1174;EVENO Patrick
3745;M;;GOUILLIARD;Sylvain;1175;GOUILLIARD Sylvain
3746;M;Secrétaire Général;FAYET;Bertrand;1176;FAYET Bertrand
3747;MME;Responsable affaires publiques;VOLLAND;Marjorie;1177;VOLLAND Marjorie
3748;M;chargé de mission;DEVEAUX;Manon;1177;DEVEAUX Manon
3749;M;;PAILLIART;Philippe;1178;PAILLIART Philippe
3750;MME;;THOMAS;Virginie;1178;THOMAS Virginie
3751;M;;CHAUCHAT;Marc;1178;CHAUCHAT Marc
3752;M;;ESKENAZI;Marc;1178;ESKENAZI Marc
3753;M;;PARIZOT;Xavier;1178;PARIZOT Xavier
3754;MME;;GOEUSSE-KOBIK;Marion;1178;GOEUSSE-KOBIK Marion
3755;M;;PREVOST;Vincent;1178;PREVOST Vincent
3756;M;;HOOLEY;Jonathan;1178;HOOLEY Jonathan
3757;M;;GRANDVAL;Lucien;1178;GRANDVAL Lucien
3758;MME;;FABRE;Corinne;1178;FABRE Corinne
3759;MME;;BOUGON;Agathe;1178;BOUGON Agathe
3760;MME;;MONOT;Fantine;1178;MONOT Fantine
3761;MME;;ALBERTINI-FOURBIL;Hélène;1179;ALBERTINI-FOURBIL Hélène
3762;M;Vice-Président;BARBELIN;Jean-Pierre;1179;BARBELIN Jean-Pierre
3763;M;Vice-Président;COUDROT;Philippe;1179;COUDROT Philippe
3764;M;Vice-Président;MOUTON;Bruno;1179;MOUTON Bruno
3765;M;Secrétaire;JOBBE-DUVAL;Stanislas;1179;JOBBE-DUVAL Stanislas
3766;M;Trésorier;MARJOLET;Alain;1179;MARJOLET Alain
3767;MME;Secrétaire générale;TRÉMEAU;Isabelle;1180;TRÉMEAU Isabelle
3768;M;Consultant fiscal;REYNIER;Pierre;1180;REYNIER Pierre
3769;M;Président;MARTIN-LALANDE;Nicolas;1181;MARTIN-LALANDE Nicolas
3770;M;Directeur général;SOUDRY;Erwan;1181;SOUDRY Erwan
3771;MME;Secrétaire Générale;PEYRAUT;Laurence;1182;PEYRAUT Laurence
3772;MME;Directrice des affaires institutionnelles;FERJOU-GAVEN;Véronique;1182;FERJOU-GAVEN Véronique
3773;M;Responsable des affaires publiques;LAVAUD;Julien;1182;LAVAUD Julien
3774;MME;Responsable des affaires publiques;DE CRESCENZCO;Karine;1182;DE CRESCENZCO Karine
3775;M;SVP Public Affairs & Communications;BRUN;Nicolas;1183;BRUN Nicolas
3776;MME;Director Public Affairs Europe;ATHENES;Catherine;1183;ATHENES Catherine
3777;MME;Responsable du pôle Communication et plaidoyer;SAVY;Myriam;1184;SAVY Myriam
3778;M;Président;SIMON;Nicolas;1184;SIMON Nicolas
3779;M;Vice-président;BASSET;Bernard;1184;BASSET Bernard
3780;MME;Directrice générale;DAVID;Nelly;1184;DAVID Nelly
3781;M;Directeur national des activités;QUERCY;Guillaume;1184;QUERCY Guillaume
3782;M;Directeur des affaires publiques;DEGOUY;Alexis;1185;DEGOUY Alexis
3783;MME;;CHAPALAIN;Catherine;1185;CHAPALAIN Catherine
3784;MME;Présidente;GODET;Jacqueline;1186;GODET Jacqueline
3785;M;Délégué Société et politiques de santé;JAMMES;Emmanuel;1186;JAMMES Emmanuel
3786;M;Directeur de la Communication;LEROUX;Christophe;1186;LEROUX Christophe
3787;MME;;LOMONT;Johanna;1187;LOMONT Johanna
3788;M;Vice - Président;BISSEUX;Fréderic;1187;BISSEUX Fréderic
3789;M;Vice-Président;DAVESNE;Hervé;1187;DAVESNE Hervé
3790;M;Président;POTIER;Pierre;1187;POTIER Pierre
3791;M;Secretaire Général;PECQUET;Mathieu;1187;PECQUET Mathieu
3792;M;Membre de bureau;DAVENNE;Raphael;1187;DAVENNE Raphael
3793;M;Membre de bureau;DEGRY;Julien;1187;DEGRY Julien
3794;M;Trésorier Adjoint;BIGO;Matthieu;1187;BIGO Matthieu
3795;MME;Secrétaire Général;OLLIVIER;Jennifer;1188;OLLIVIER Jennifer
3796;MME;Secrétaire Générale Adjointe;VILLENEUVE;Valérie;1188;VILLENEUVE Valérie
3797;MME;Chargée de Développement et Métiers;ALLAIN-COULAY;Catherine;1188;ALLAIN-COULAY Catherine
3798;MME;Chargée mission Affaires Sociales et RH;POIGNANT;Ophélie;1188;POIGNANT Ophélie
3799;MME;Assistante;BRISSEAU FUSEAU;Valérie;1188;BRISSEAU FUSEAU Valérie
3800;M;;KALOGEROPOULOS;Léonidas;1189;KALOGEROPOULOS Léonidas
3801;MME;Consultante Senior;BLANCHARD;Caroline;1189;BLANCHARD Caroline
3802;MME;Consultante Senior;LEVAVASSEUR;Pauline;1189;LEVAVASSEUR Pauline
3803;MME;Consultante;STRAUSS;Anaïs;1189;STRAUSS Anaïs
3804;MME;Assistante de Direction;BOUABDALAOUI;Amel;1189;BOUABDALAOUI Amel
3805;M;Chargée de mission;NGUEA MANDENGUE;Terrence;1189;NGUEA MANDENGUE Terrence
3806;M;Président;BOULIER;Jean-François;1190;BOULIER Jean-François
3807;M;Conseiller du Président;EYRAUD;Jean;1190;EYRAUD Jean
3808;MME;Chargée de mission;BALARD;Emilie;1190;BALARD Emilie
3809;MME;Directeur;MALÉCOT;Sylvie;1190;MALÉCOT Sylvie
3810;M;Délégué Général;REYNOLD;Richard;1190;REYNOLD Richard
3811;M;;MUNEROT;Laurent;1191;MUNEROT Laurent
3812;M;Membre;AUFAUVRE;Patrick;1191;AUFAUVRE Patrick
3813;M;Vice président;BASTIDE;Michel;1191;BASTIDE Michel
3814;M;Trésorier;LESECQ;Jean Claude;1191;LESECQ Jean Claude
3815;M;Trésorier Adjoint;MANIERE;Robert;1191;MANIERE Robert
3816;MME;Secrétaire;FROHMAN;Jacqueline;1191;FROHMAN Jacqueline
3817;M;Membre;BEAUNE;Thierry;1191;BEAUNE Thierry
3818;M;Membre;JASERON;Bernard;1191;JASERON Bernard
3819;M;Président Fondation CRESUS;KIEHL;Jean-Louis;1192;KIEHL Jean-Louis
3820;M;Administrateur Fondation CRESUS;PEKKIP;Maxime;1192;PEKKIP Maxime
3821;M;Président;KLOTZ;Olivier;1193;KLOTZ Olivier
3822;M;Directrice adjointe des Relations extérieures;BARATEAU;Cécile;1194;BARATEAU Cécile
3823;MME;Secrétaire générale de Cdiscount;EVEN;Marie;1194;EVEN Marie
3824;M;Manager Affaires Publiques;FAURE;Sebastien;1195;FAURE Sebastien
3825;M;Directeur Général;CHAMPION;Jean-Pierre;1195;CHAMPION Jean-Pierre
3826;MME;Directrice communication corporate;JAHLAN;Isabelle;1195;JAHLAN Isabelle
3827;M;Directeur Santé et Réglementation;CAMACHO;Patrice;1195;CAMACHO Patrice
3828;M;Président;MAZEAUD;Frederic;1195;MAZEAUD Frederic
3829;M;;CARRÉ;Frédéric;1196;CARRÉ Frédéric
3830;MME;;GALLET;Patricia;1197;GALLET Patricia
3831;M;Président;POIROT;André;1197;POIROT André
3832;M;Secrétaire Général;HEIDELBERGER;Alain;1198;HEIDELBERGER Alain
3833;M;Président;GARCIA;Luc-Gaston;1199;GARCIA Luc-Gaston
3834;M;Président honoraire;SPOSITO;Francis;1199;SPOSITO Francis
3835;MME;Présidente adjointe, déléguée Bretagne - Pays de la Loire;SUDRE;Isabelle;1199;SUDRE Isabelle
3836;M;Délégué ville de Marseille;AUDIBERT;Cyrille;1199;AUDIBERT Cyrille
3837;M;Délégué général;LOLIVIER;Marc;1200;LOLIVIER Marc
3838;MME;Responsable affaires publiques;AUDREN;Marie;1200;AUDREN Marie
3839;MME;Responsable affaires juridiques consommation;BAETE;Laure;1200;BAETE Laure
3840;MME;Responsable affaires juridiques;CANAL;Nathalie;1200;CANAL Nathalie
3841;MME;Public Policy Director;REYRE;Delphine;1201;REYRE Delphine
3842;M;Policy Manager;BATTESTI;Anton'maria;1201;BATTESTI Anton'maria
3843;MME;Public Policy Manager;OEUVRARD;Béatrice;1201;OEUVRARD Béatrice
3844;MME;Secrétaire Général;HOCHHAUSLER;Virginie;1202;HOCHHAUSLER Virginie
3845;M;Président Adjoint;MEL;Pascal;1202;MEL Pascal
3846;M;Vice-Président;MARON;Jean-Bernard;1202;MARON Jean-Bernard
3847;M;trésorier;BARRULL;Lionel;1202;BARRULL Lionel
3848;M;Secrétaire;BERTO;Jean-Luc;1202;BERTO Jean-Luc
3849;M;Secrétaire Adjoint;GARRIGUES;Laurent;1202;GARRIGUES Laurent
3850;M;Trésorier adjoint;ROBIN;Emmanuel;1202;ROBIN Emmanuel
3851;M;vice président;MINER;Julien;1202;MINER Julien
3852;M;administrateur;MASINI;Sébastien;1202;MASINI Sébastien
3853;M;administrateur;MARGNAC;Claude;1202;MARGNAC Claude
3854;MME;Directrice de Cabinet;BROEZ;Sonja;1203;BROEZ Sonja
3855;M;Président;TARLET;Claude;1204;TARLET Claude
3856;M;Président;BLANC;Jean-Baptiste;1205;BLANC Jean-Baptiste
3857;MME;Premier Vice-Président;MODAT;Catheline;1205;MODAT Catheline
3858;M;Vice-Président Province;WARYNSKI;Simon;1205;WARYNSKI Simon
3859;M;Vice-Président Paris;ROSENTHAL;Boris;1205;ROSENTHAL Boris
3860;MME;Secrétaire Général Province;HERRY;Caroline;1205;HERRY Caroline
3861;M;Secrétaire Général Paris;BELKAÏD;Bachir;1205;BELKAÏD Bachir
3862;M;Membre du Bureau Province;CHOUAMIER;Hadrien;1205;CHOUAMIER Hadrien
3863;MME;Membre du Bureau Paris;LABIDI;Nejma;1205;LABIDI Nejma
3864;MME;Trésorière;HUGON-VIVES;Ange-Aurore;1205;HUGON-VIVES Ange-Aurore
3865;MME;;LAUSSEURE;Martine;1206;LAUSSEURE Martine
3866;M;;DE ROUX;Timothée;1207;DE ROUX Timothée
3867;MME;Directrice Juridique;ALBY;Manuela;1207;ALBY Manuela
3868;M;Chargé des relations institutionnelles;BAUER;Philippe;1207;BAUER Philippe
3869;M;;VIOT;Cedric;1208;VIOT Cedric
3870;M;Directeur des relations institutionnelles;VIOT;Cedric;1208;VIOT Cedric
3871;MME;Déléguée Générale;MULLER;Isabelle;1209;MULLER Isabelle
3872;M;Directeur des Relations  Institutionnelles;AGEORGES;Bruno;1209;AGEORGES Bruno
3873;MME;;BARBIER;Marina;1210;BARBIER Marina
3874;MME;Secrétaire général;BARBIER;Marina;1210;BARBIER Marina
3875;M;;LE BARS;Stephane;1211;LE BARS Stephane
3876;M;DELEGUE GENERAL ADJOINT;DECHESNE;Jerome;1211;DECHESNE Jerome
3877;M;;SAUZAY;Quentin;1212;SAUZAY Quentin
3878;MME;Responsable Plaidoyer;RODRIGUEZ;Valeria;1213;RODRIGUEZ Valeria
3879;M;Directeur général;DESBORDES;Blaise;1213;DESBORDES Blaise
3880;MME;Vice-Présidente;SARRAZIN;Emilie;1213;SARRAZIN Emilie
3881;M;Chargé de mobilisation;BILLETDOUX;Augustin;1213;BILLETDOUX Augustin
3882;M;Chargé de plaidoyer;ASALI;Sami;1213;ASALI Sami
3883;MME;Déléguée Générale;D'HÉRÉ;Pauline;1214;D'HÉRÉ Pauline
3884;M;Directeur Affaires Publiques;PAITARD;Xavier;1215;PAITARD Xavier
3885;MME;Responsables des relations avec le Parlement;CHOLLET;Patricia;1215;CHOLLET Patricia
3886;M;;PAÏTARD;Xavier;1215;PAÏTARD Xavier
3887;MME;;CHOLLET;Patricia;1215;CHOLLET Patricia
3888;MME;Responsable formation;BELLOS;Dominique;1216;BELLOS Dominique
3889;M;Délégué Général;PERAUD;Mathieu;1217;PERAUD Mathieu
3890;M;Délégué Général adjoint;LIONEL;Scanff;1217;LIONEL Scanff
3891;M;Secrétaire Général;MERET;Gérard;1217;MERET Gérard
3892;M;;FLIPO;Raphaël;1218;FLIPO Raphaël
3893;MME;Secrétaire Générale;PETIT;Christine;1219;PETIT Christine
3894;M;Président directeur général;JACHIET;Nicolas;1220;JACHIET Nicolas
3895;M;Directeur général délégué;CUNIN;Rémi;1220;CUNIN Rémi
3896;M;Directeur commercial;BEZIADE;Renaud;1220;BEZIADE Renaud
3897;M;Directeur du Développement International;RISTORI;Jean-Michel;1220;RISTORI Jean-Michel
3898;MME;Directrice Stratégie, Communication, Commercial et Developpement International;BOURGUET;Isabelle;1220;BOURGUET Isabelle
3899;MME;;SACRATO;Muriel;1221;SACRATO Muriel
3900;M;Directeur Partenariats Santé;BORELLA;Laurent;1221;BORELLA Laurent
3901;MME;Directrice Générale;CURY;Agathe;1222;CURY Agathe
3902;MME;Avocate;PECORARO;Anne-Marie;1223;PECORARO Anne-Marie
3903;M;Avocat;BOISSAU;Rodolphe;1223;BOISSAU Rodolphe
3904;M;délégué général;FAUCHER;Claude;1224;FAUCHER Claude
3905;M;Chargé de mission relations institutionnelles;NAHON;John-David;1224;NAHON John-David
3906;M;Chargé de mission relations institutionnelles;DE PESSEMIER;Nelson;1224;DE PESSEMIER Nelson
3907;MME;;BERWICK;Caroline;1225;BERWICK Caroline
3908;MME;;DENMAT;Mélanie;1226;DENMAT Mélanie
3909;MME;;MANSION;Lucie;1227;MANSION Lucie
3910;M;Avocat associé;DE CHAZEAUX;Olivier;1228;DE CHAZEAUX Olivier
3911;M;Senior advisor;HEGER;Bernard;1228;HEGER Bernard
3912;MME;Counsel;RENAUDIN DE CHAZEAUX;Sylvie;1228;RENAUDIN DE CHAZEAUX Sylvie
3913;M;Président;JAOUEN;Joël;1229;JAOUEN Joël
3914;MME;Vice-présidente;HUON;Brigitte;1229;HUON Brigitte
3915;M;Directeur délégué;DURAND;Benoit;1229;DURAND Benoit
3916;MME;;GILLY;Lorène;1229;GILLY Lorène
3917;MME;ANIMATRICE;VOGEL;Mylène;1230;VOGEL Mylène
3918;MME;SECRETAIRE GENERALE;AMEAUME-RUMEAU;Aurore;1231;AMEAUME-RUMEAU Aurore
3919;M;Président;MARIUS;Benoit;1232;MARIUS Benoit
3920;M;Vice-Président;PRADELLE;Yves-Mari;1232;PRADELLE Yves-Mari
3921;MME;Assistante administrative;DUSSAULE;Laëtitia;1232;DUSSAULE Laëtitia
3922;M;Trésorier;DUVAL;Charles;1232;DUVAL Charles
3923;M;Vice-President;BROUSSEAU;Dominique;1233;BROUSSEAU Dominique
3924;MME;Responsable Commission Sûreté Sécurité;CARLI;Cécile;1233;CARLI Cécile
3925;M;Responsable Commission Douane;CHASSAGNE;Joel;1233;CHASSAGNE Joel
3926;M;Commission Douane;FRELIN;Jean-Christophe;1233;FRELIN Jean-Christophe
3927;M;Commission Douane;BERGAMIN;Thierry;1233;BERGAMIN Thierry
3928;M;Commission Sûreté Sécurité;LEGOUBEY;Nicolas;1233;LEGOUBEY Nicolas
3929;M;Commission Sûreté Sécurité;PRIOLON;Philippe;1233;PRIOLON Philippe
3930;MME;Commission Sûreté Sécurité;PACARD;Manilammone;1233;PACARD Manilammone
3931;MME;Commission Douane;MALEVEZIN;Christiane;1233;MALEVEZIN Christiane
3932;M;Vice President;MARZIOU;Tanguy;1233;MARZIOU Tanguy
3933;M;;MARZIOU;Tanguy;1233;MARZIOU Tanguy
3934;M;Vice President;MARZIOU;Tanguy;1233;MARZIOU Tanguy
3935;MME;;MORIN;Alice;1234;MORIN Alice
3936;M;SG adjoint;TIREAU;David;1234;TIREAU David
3937;M;Président;MASSÉ;Julien;1234;MASSÉ Julien
3938;M;SG;MOULIN;Nicolas;1234;MOULIN Nicolas
3939;M;Public Policy & Government affairs Lead;MARTIN;Benjamin;1235;MARTIN Benjamin
3940;MME;Public Policy Senior Associate;LEFEVRE;Garance;1235;LEFEVRE Garance
3941;MME;Public Policy Senior Associate;BRENOT;Clara;1235;BRENOT Clara
3942;M;General Manager France, Austria, Switzerland;SALOM;Steve;1235;SALOM Steve
3943;MME;Head of Public Policy & Government affairs Western and Southern Europe;LAFERRIERE;Alexandra;1235;LAFERRIERE Alexandra
3944;MME;Public Policy Senior Associate;GUARDIOLA;Laurène;1235;GUARDIOLA Laurène
3945;M;Directeur général;HERGOTT;Jean Bernard;1236;HERGOTT Jean Bernard
3946;MME;;ESPINOSA;Sophie;1237;ESPINOSA Sophie
3947;M;Président du Conseil d'Administration - Directeur Général;MOCKLY;Dominique;1238;MOCKLY Dominique
3948;MME;Responsable des Affaires Publiques;WORINGER;Mathilde;1238;WORINGER Mathilde
3949;MME;Responsable du Département Relations Institutionnelles;AOUN;Marie-Claire;1238;AOUN Marie-Claire
3950;MME;Chargée des relations Autorités Administratives Indépendantes;DERVAUX;Pauline;1238;DERVAUX Pauline
3951;M;Directeur Commerce et Régulation;DOYHAMBOURE;Gilles;1238;DOYHAMBOURE Gilles
3952;M;Président;BRUGALIERES;Alain;1239;BRUGALIERES Alain
3953;M;Vice-Président;PECHAVY;Frédéric;1239;PECHAVY Frédéric
3954;MME;Vice-Présidente;VIAU;Myriam;1239;VIAU Myriam
3955;M;Trésorier;DONNEFORT;Bernard;1239;DONNEFORT Bernard
3956;MME;Trésorier Adjoint;WINCKER;Sophie;1239;WINCKER Sophie
3957;M;Secrétaire du Bureau;GEORGELIN;Patrick;1239;GEORGELIN Patrick
3958;MME;Secrétaire Adjoint du Bureau;MORENO-VIEL;Bernadette;1239;MORENO-VIEL Bernadette
3959;MME;Directrice des affaires juridiques et sociales;PATRY;Marie-Hélène;1240;PATRY Marie-Hélène
3960;M;Directeur des Affaires économiques;BELGODERE;Bruno;1240;BELGODERE Bruno
3961;M;;COSTE;Thierry;1241;COSTE Thierry
3962;MME;associée;COSTE;Patricia;1241;COSTE Patricia
3963;M;adjoint;VAN DE WIELE;Adrien;1241;VAN DE WIELE Adrien
3964;MME;Directrice;RUIN;Sylvie;1242;RUIN Sylvie
3965;M;Directeur des affaires institutionnelles et européennes;PRIEUR;Guillaume;1243;PRIEUR Guillaume
3966;M;Directeur général;ROGARD;Pascal;1243;ROGARD Pascal
3967;MME;Directeur de Cabinet;MARIE-CLAIRE;Pascale;1244;MARIE-CLAIRE Pascale
3968;M;Directeur du Développement du Territoire;JEAN-ALEXIS;Philippe;1244;JEAN-ALEXIS Philippe
3969;M;Responsable Agence CCI Nord-Caraïbe;ALEXANDRINE;Thierry;1244;ALEXANDRINE Thierry
3970;M;Directeur Général;ROTSEN;Jean-Baptiste;1244;ROTSEN Jean-Baptiste
3971;MME;Assistante Administrative;THULLIEZ;Dorothée;1245;THULLIEZ Dorothée
3972;MME;Secrétaire Générale Adjointe;LEMAIRE;Valérie;1245;LEMAIRE Valérie
3973;M;;GUYON;Robert;1246;GUYON Robert
3974;MME;;LAMOUREUX;Michele;1247;LAMOUREUX Michele
3975;MME;Directrice des Affaires Publiques;HERBLIN-STOOP;Audrey;1248;HERBLIN-STOOP Audrey
3976;M;Gérant;REGNOUF;Vincent;1249;REGNOUF Vincent
3977;M;Consultant;BILIMOFF;Igor;1249;BILIMOFF Igor
