;action_menee;action_representation_interet_id;action_menee_autre
2943;Organiser des discussions informelles ou des réunions en tête-à-tête;1298;
2944;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1298;
2945;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1299;
2946;Organiser des discussions informelles ou des réunions en tête-à-tête;1300;
2947;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1300;
2948;Organiser des discussions informelles ou des réunions en tête-à-tête;1301;
2949;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1301;
2950;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1301;
2951;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1302;
2952;Etablir une correspondance régulière (par courriel, par courrier…);1302;
2953;Organiser des discussions informelles ou des réunions en tête-à-tête;1303;
2954;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1303;
2955;Organiser des discussions informelles ou des réunions en tête-à-tête;1304;
2956;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1304;
2957;Organiser des discussions informelles ou des réunions en tête-à-tête;1305;
2958;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1305;
2959;Organiser des discussions informelles ou des réunions en tête-à-tête;1306;
2960;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1306;
2961;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1307;
2962;Etablir une correspondance régulière (par courriel, par courrier…);1307;
2963;Organiser des discussions informelles ou des réunions en tête-à-tête;1308;
2964;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1308;
2965;Etablir une correspondance régulière (par courriel, par courrier…);1308;
2966;Organiser des discussions informelles ou des réunions en tête-à-tête;1309;
2967;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1309;
2968;Etablir une correspondance régulière (par courriel, par courrier…);1309;
2969;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1310;
2970;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1310;
2971;Organiser des discussions informelles ou des réunions en tête-à-tête;1311;
2972;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1311;
2973;Organiser des discussions informelles ou des réunions en tête-à-tête;1312;
2974;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1312;
2975;Etablir une correspondance régulière (par courriel, par courrier…);1312;
2976;Organiser des discussions informelles ou des réunions en tête-à-tête;1313;
2977;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1313;
2978;Organiser des discussions informelles ou des réunions en tête-à-tête;1314;
2979;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1314;
2980;Organiser des discussions informelles ou des réunions en tête-à-tête;1315;
2981;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1315;
2982;Etablir une correspondance régulière (par courriel, par courrier…);1315;
2983;Organiser des discussions informelles ou des réunions en tête-à-tête;1316;
2984;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1316;
2985;Organiser des discussions informelles ou des réunions en tête-à-tête;1317;
2986;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1317;
2987;Etablir une correspondance régulière (par courriel, par courrier…);1317;
2988;Organiser des discussions informelles ou des réunions en tête-à-tête;1318;
2989;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1318;
2990;Organiser des discussions informelles ou des réunions en tête-à-tête;1319;
2991;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1319;
2992;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1319;
2993;Organiser des discussions informelles ou des réunions en tête-à-tête;1320;
2994;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1320;
2995;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1321;
2996;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1321;
2997;Organiser des discussions informelles ou des réunions en tête-à-tête;1322;
2998;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1322;
2999;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1322;
3000;Etablir une correspondance régulière (par courriel, par courrier…);1322;
3001;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1323;
3002;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1323;
3003;Etablir une correspondance régulière (par courriel, par courrier…);1323;
3004;Organiser des discussions informelles ou des réunions en tête-à-tête;1324;
3005;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1324;
3006;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1324;
3007;Etablir une correspondance régulière (par courriel, par courrier…);1324;
3008;Organiser des discussions informelles ou des réunions en tête-à-tête;1325;
3009;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1325;
3010;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1326;
3011;Organiser des discussions informelles ou des réunions en tête-à-tête;1327;
3012;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1327;
3013;Etablir une correspondance régulière (par courriel, par courrier…);1327;
3014;Organiser des discussions informelles ou des réunions en tête-à-tête;1328;
3015;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1328;
3016;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1328;
3017;Envoyer des pétitions, lettres ouvertes, tracts;1328;
3018;Etablir une correspondance régulière (par courriel, par courrier…);1328;
3019;Organiser des discussions informelles ou des réunions en tête-à-tête;1329;
3020;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1329;
3021;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1329;
3022;Envoyer des pétitions, lettres ouvertes, tracts;1329;
3023;Etablir une correspondance régulière (par courriel, par courrier…);1329;
3024;Organiser des discussions informelles ou des réunions en tête-à-tête;1330;
3025;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1330;
3026;Etablir une correspondance régulière (par courriel, par courrier…);1330;
3027;Organiser des discussions informelles ou des réunions en tête-à-tête;1331;
3028;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1331;
