;beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
3609;KERIA;459;0
3610;SODIPRAM;459;0
3611;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;459;0
3612;LAURIE LUMIERES;459;0
3613;CONFORT DECOR;459;0
3614;ROCHE BOBOIS GROUPE;459;0
3615;SOC ACHAT GESTION AMEUBLEMENT;459;0
3616;SCHMIDT GROUPE;459;0
3617;STORY FRANCE;459;0
3618;UNION COMMERCIALE EQUIPEMENT MOBILIER;459;0
3619;STAMP;459;0
3620;TAPIS SAINT MACLOU;459;0
3621;XXL COMPANY;459;0
3622;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;460;1
3623;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;461;1
3624;ALINEA;461;0
3625;GROUP EUROP FINANC ETUDES COMMERCIALES;461;0
3626;IDEAL HOME CONCEPT (I.H.C);461;0
3627;FIRST SERVICE;461;0
3628;SOC EUROPEENNE AGENCEMET SEA;461;0
3629;BOCONCEPT  RETAIL FRANCE SARL;461;0
3630;BUT INTERNATIONAL;461;0
3631;CAMIF MATELSOM;461;0
3632;GROUPEMENT MOBILIER DE FRANCE;461;0
3633;CHANTEMUR;461;0
3634;CONFORAMA FRANCE;461;0
3635;DECORATEURS ET EBENISTES DE FRANCE;461;0
3636;SOCIETE D'EXPLOITATION RAPP;461;0
3637;FRANCE LITERIE EXPANSION;461;0
3638;GAUTIER FRANCE;461;0
3639;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;461;0
3640;HABITAT FRANCE;461;0
3641;HOME CONCEPT GROUP;461;0
3642;DECOR HEYTENS FRANCE;461;0
3643;MEURAMA FRANCE;461;0
3644;MEUBLES IKEA FRANCE;461;0
3645;KERIA;461;0
3646;SODIPRAM;461;0
3647;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;461;0
3648;LAURIE LUMIERES;461;0
3649;CONFORT DECOR;461;0
3650;ROCHE BOBOIS GROUPE;461;0
3651;SOC ACHAT GESTION AMEUBLEMENT;461;0
3652;SCHMIDT GROUPE;461;0
3653;STORY FRANCE;461;0
3654;UNION COMMERCIALE EQUIPEMENT MOBILIER;461;0
3655;STAMP;461;0
3656;TAPIS SAINT MACLOU;461;0
3657;XXL COMPANY;461;0
3658;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;462;1
3659;ALINEA;462;0
3660;GROUP EUROP FINANC ETUDES COMMERCIALES;462;0
3661;IDEAL HOME CONCEPT (I.H.C);462;0
3662;FIRST SERVICE;462;0
3663;SOC EUROPEENNE AGENCEMET SEA;462;0
3664;BOCONCEPT  RETAIL FRANCE SARL;462;0
3665;BUT INTERNATIONAL;462;0
3666;CAMIF MATELSOM;462;0
3667;GROUPEMENT MOBILIER DE FRANCE;462;0
3668;CHANTEMUR;462;0
3669;CONFORAMA FRANCE;462;0
3670;DECORATEURS ET EBENISTES DE FRANCE;462;0
3671;SOCIETE D'EXPLOITATION RAPP;462;0
3672;FRANCE LITERIE EXPANSION;462;0
3673;GAUTIER FRANCE;462;0
3674;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;462;0
3675;HABITAT FRANCE;462;0
3676;HOME CONCEPT GROUP;462;0
3677;DECOR HEYTENS FRANCE;462;0
3678;MEURAMA FRANCE;462;0
3679;MEUBLES IKEA FRANCE;462;0
3680;KERIA;462;0
3681;SODIPRAM;462;0
3682;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;462;0
3683;LAURIE LUMIERES;462;0
3684;CONFORT DECOR;462;0
3685;ROCHE BOBOIS GROUPE;462;0
3686;SOC ACHAT GESTION AMEUBLEMENT;462;0
3687;SCHMIDT GROUPE;462;0
3688;STORY FRANCE;462;0
3689;UNION COMMERCIALE EQUIPEMENT MOBILIER;462;0
3690;STAMP;462;0
3691;TAPIS SAINT MACLOU;462;0
3692;XXL COMPANY;462;0
3693;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;463;1
3694;ALINEA;463;0
3695;GROUP EUROP FINANC ETUDES COMMERCIALES;463;0
3696;IDEAL HOME CONCEPT (I.H.C);463;0
3697;FIRST SERVICE;463;0
3698;SOC EUROPEENNE AGENCEMET SEA;463;0
3699;BOCONCEPT  RETAIL FRANCE SARL;463;0
3700;BUT INTERNATIONAL;463;0
3701;CAMIF MATELSOM;463;0
3702;GROUPEMENT MOBILIER DE FRANCE;463;0
3703;CHANTEMUR;463;0
3704;CONFORAMA FRANCE;463;0
3705;DECORATEURS ET EBENISTES DE FRANCE;463;0
3706;SOCIETE D'EXPLOITATION RAPP;463;0
3707;FRANCE LITERIE EXPANSION;463;0
3708;GAUTIER FRANCE;463;0
3709;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;463;0
3710;HABITAT FRANCE;463;0
3711;HOME CONCEPT GROUP;463;0
3712;DECOR HEYTENS FRANCE;463;0
3713;MEURAMA FRANCE;463;0
3714;MEUBLES IKEA FRANCE;463;0
3715;KERIA;463;0
3716;SODIPRAM;463;0
3717;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;463;0
3718;LAURIE LUMIERES;463;0
3719;CONFORT DECOR;463;0
3720;ROCHE BOBOIS GROUPE;463;0
3721;SOC ACHAT GESTION AMEUBLEMENT;463;0
3722;SCHMIDT GROUPE;463;0
3723;STORY FRANCE;463;0
3724;UNION COMMERCIALE EQUIPEMENT MOBILIER;463;0
3725;STAMP;463;0
3726;TAPIS SAINT MACLOU;463;0
3727;XXL COMPANY;463;0
3728;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;464;1
3729;ALINEA;464;0
3730;GROUP EUROP FINANC ETUDES COMMERCIALES;464;0
3731;IDEAL HOME CONCEPT (I.H.C);464;0
3732;FIRST SERVICE;464;0
3733;SOC EUROPEENNE AGENCEMET SEA;464;0
3734;BOCONCEPT  RETAIL FRANCE SARL;464;0
3735;BUT INTERNATIONAL;464;0
3736;CAMIF MATELSOM;464;0
3737;GROUPEMENT MOBILIER DE FRANCE;464;0
3738;CHANTEMUR;464;0
3739;CONFORAMA FRANCE;464;0
3740;DECORATEURS ET EBENISTES DE FRANCE;464;0
3741;SOCIETE D'EXPLOITATION RAPP;464;0
3742;FRANCE LITERIE EXPANSION;464;0
3743;GAUTIER FRANCE;464;0
3744;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;464;0
3745;HABITAT FRANCE;464;0
3746;HOME CONCEPT GROUP;464;0
3747;DECOR HEYTENS FRANCE;464;0
3748;MEURAMA FRANCE;464;0
3749;MEUBLES IKEA FRANCE;464;0
3750;KERIA;464;0
3751;SODIPRAM;464;0
3752;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;464;0
3753;LAURIE LUMIERES;464;0
3754;CONFORT DECOR;464;0
3755;ROCHE BOBOIS GROUPE;464;0
3756;SOC ACHAT GESTION AMEUBLEMENT;464;0
3757;SCHMIDT GROUPE;464;0
3758;STORY FRANCE;464;0
3759;UNION COMMERCIALE EQUIPEMENT MOBILIER;464;0
3760;STAMP;464;0
3761;TAPIS SAINT MACLOU;464;0
3762;XXL COMPANY;464;0
3763;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;465;1
3764;ALINEA;465;0
3765;GROUP EUROP FINANC ETUDES COMMERCIALES;465;0
3766;IDEAL HOME CONCEPT (I.H.C);465;0
3767;FIRST SERVICE;465;0
3768;SOC EUROPEENNE AGENCEMET SEA;465;0
3769;BOCONCEPT  RETAIL FRANCE SARL;465;0
3770;BUT INTERNATIONAL;465;0
3771;CAMIF MATELSOM;465;0
3772;GROUPEMENT MOBILIER DE FRANCE;465;0
3773;CHANTEMUR;465;0
3774;CONFORAMA FRANCE;465;0
3775;DECORATEURS ET EBENISTES DE FRANCE;465;0
3776;SOCIETE D'EXPLOITATION RAPP;465;0
3777;FRANCE LITERIE EXPANSION;465;0
3778;GAUTIER FRANCE;465;0
3779;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;465;0
3780;HABITAT FRANCE;465;0
3781;HOME CONCEPT GROUP;465;0
3782;DECOR HEYTENS FRANCE;465;0
3783;MEURAMA FRANCE;465;0
3784;MEUBLES IKEA FRANCE;465;0
3785;KERIA;465;0
3786;SODIPRAM;465;0
3787;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;465;0
3788;LAURIE LUMIERES;465;0
3789;CONFORT DECOR;465;0
3790;ROCHE BOBOIS GROUPE;465;0
3791;SOC ACHAT GESTION AMEUBLEMENT;465;0
3792;SCHMIDT GROUPE;465;0
3793;STORY FRANCE;465;0
3794;UNION COMMERCIALE EQUIPEMENT MOBILIER;465;0
3795;STAMP;465;0
3796;TAPIS SAINT MACLOU;465;0
3797;XXL COMPANY;465;0
3798;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;466;1
3799;ALINEA;466;0
3800;GROUP EUROP FINANC ETUDES COMMERCIALES;466;0
3801;IDEAL HOME CONCEPT (I.H.C);466;0
3802;FIRST SERVICE;466;0
3803;SOC EUROPEENNE AGENCEMET SEA;466;0
3804;BOCONCEPT  RETAIL FRANCE SARL;466;0
3805;BUT INTERNATIONAL;466;0
3806;CAMIF MATELSOM;466;0
3807;GROUPEMENT MOBILIER DE FRANCE;466;0
3808;CHANTEMUR;466;0
3809;CONFORAMA FRANCE;466;0
3810;DECORATEURS ET EBENISTES DE FRANCE;466;0
3811;SOCIETE D'EXPLOITATION RAPP;466;0
3812;FRANCE LITERIE EXPANSION;466;0
3813;GAUTIER FRANCE;466;0
3814;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;466;0
3815;HABITAT FRANCE;466;0
3816;HOME CONCEPT GROUP;466;0
3817;DECOR HEYTENS FRANCE;466;0
3818;MEURAMA FRANCE;466;0
3819;MEUBLES IKEA FRANCE;466;0
3820;KERIA;466;0
3821;SODIPRAM;466;0
3822;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;466;0
3823;LAURIE LUMIERES;466;0
3824;CONFORT DECOR;466;0
3825;ROCHE BOBOIS GROUPE;466;0
3826;SOC ACHAT GESTION AMEUBLEMENT;466;0
3827;SCHMIDT GROUPE;466;0
3828;STORY FRANCE;466;0
3829;UNION COMMERCIALE EQUIPEMENT MOBILIER;466;0
3830;STAMP;466;0
3831;TAPIS SAINT MACLOU;466;0
3832;XXL COMPANY;466;0
3833;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;467;1
3834;ALINEA;467;0
3835;GROUP EUROP FINANC ETUDES COMMERCIALES;467;0
3836;IDEAL HOME CONCEPT (I.H.C);467;0
3837;FIRST SERVICE;467;0
3838;SOC EUROPEENNE AGENCEMET SEA;467;0
3839;BOCONCEPT  RETAIL FRANCE SARL;467;0
3840;BUT INTERNATIONAL;467;0
3841;CAMIF MATELSOM;467;0
3842;GROUPEMENT MOBILIER DE FRANCE;467;0
3843;CHANTEMUR;467;0
3844;CONFORAMA FRANCE;467;0
3845;DECORATEURS ET EBENISTES DE FRANCE;467;0
3846;SOCIETE D'EXPLOITATION RAPP;467;0
3847;FRANCE LITERIE EXPANSION;467;0
3848;GAUTIER FRANCE;467;0
3849;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;467;0
3850;HABITAT FRANCE;467;0
3851;HOME CONCEPT GROUP;467;0
3852;DECOR HEYTENS FRANCE;467;0
3853;MEURAMA FRANCE;467;0
3854;MEUBLES IKEA FRANCE;467;0
3855;KERIA;467;0
3856;SODIPRAM;467;0
3857;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;467;0
3858;LAURIE LUMIERES;467;0
3859;CONFORT DECOR;467;0
3860;ROCHE BOBOIS GROUPE;467;0
3861;SOC ACHAT GESTION AMEUBLEMENT;467;0
3862;SCHMIDT GROUPE;467;0
3863;STORY FRANCE;467;0
3864;UNION COMMERCIALE EQUIPEMENT MOBILIER;467;0
3865;STAMP;467;0
3866;TAPIS SAINT MACLOU;467;0
3867;XXL COMPANY;467;0
3868;XXL COMPANY;468;0
3869;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;468;1
3870;ALINEA;468;0
3871;SOC EUROPEENNE AGENCEMET SEA;468;0
3872;BOCONCEPT  RETAIL FRANCE SARL;468;0
3873;BUT INTERNATIONAL;468;0
3874;CAMIF MATELSOM;468;0
3875;GROUPEMENT MOBILIER DE FRANCE;468;0
3876;CHANTEMUR;468;0
3877;CONFORAMA FRANCE;468;0
3878;DECORATEURS ET EBENISTES DE FRANCE;468;0
3879;SOCIETE D'EXPLOITATION RAPP;468;0
3880;FRANCE LITERIE EXPANSION;468;0
3881;GAUTIER FRANCE;468;0
3882;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;468;0
3883;HABITAT FRANCE;468;0
3884;HOME CONCEPT GROUP;468;0
3885;DECOR HEYTENS FRANCE;468;0
3886;MEURAMA FRANCE;468;0
3887;MEUBLES IKEA FRANCE;468;0
3888;KERIA;468;0
3889;SODIPRAM;468;0
3890;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;468;0
3891;LAURIE LUMIERES;468;0
3892;CONFORT DECOR;468;0
3893;ROCHE BOBOIS GROUPE;468;0
3894;SOC ACHAT GESTION AMEUBLEMENT;468;0
3895;SCHMIDT GROUPE;468;0
3896;STORY FRANCE;468;0
3897;UNION COMMERCIALE EQUIPEMENT MOBILIER;468;0
3898;GROUP EUROP FINANC ETUDES COMMERCIALES;468;0
3899;IDEAL HOME CONCEPT (I.H.C);468;0
3900;FIRST SERVICE;468;0
3901;STAMP;468;0
3902;TAPIS SAINT MACLOU;468;0
3903;TAPIS SAINT MACLOU;469;0
3904;XXL COMPANY;469;0
3905;SCHMIDT GROUPE;469;0
3906;STORY FRANCE;469;0
3907;UNION COMMERCIALE EQUIPEMENT MOBILIER;469;0
3908;GROUP EUROP FINANC ETUDES COMMERCIALES;469;0
3909;IDEAL HOME CONCEPT (I.H.C);469;0
3910;FIRST SERVICE;469;0
3911;STAMP;469;0
3912;ALINEA;469;0
3913;SOC EUROPEENNE AGENCEMET SEA;469;0
3914;BOCONCEPT  RETAIL FRANCE SARL;469;0
3915;BUT INTERNATIONAL;469;0
3916;CAMIF MATELSOM;469;0
3917;GROUPEMENT MOBILIER DE FRANCE;469;0
3918;CHANTEMUR;469;0
3919;CONFORAMA FRANCE;469;0
3920;DECORATEURS ET EBENISTES DE FRANCE;469;0
3921;SOCIETE D'EXPLOITATION RAPP;469;0
3922;FRANCE LITERIE EXPANSION;469;0
3923;GAUTIER FRANCE;469;0
3924;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;469;0
3925;HABITAT FRANCE;469;0
3926;HOME CONCEPT GROUP;469;0
3927;DECOR HEYTENS FRANCE;469;0
3928;MEURAMA FRANCE;469;0
3929;MEUBLES IKEA FRANCE;469;0
3930;KERIA;469;0
3931;SODIPRAM;469;0
3932;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;469;0
3933;LAURIE LUMIERES;469;0
3934;CONFORT DECOR;469;0
3935;ROCHE BOBOIS GROUPE;469;0
3936;SOC ACHAT GESTION AMEUBLEMENT;469;0
3937;ALINEA;470;0
3938;SOC EUROPEENNE AGENCEMET SEA;470;0
3939;BOCONCEPT  RETAIL FRANCE SARL;470;0
3940;BUT INTERNATIONAL;470;0
3941;CAMIF MATELSOM;470;0
3942;GROUPEMENT MOBILIER DE FRANCE;470;0
3943;CHANTEMUR;470;0
3944;CONFORAMA FRANCE;470;0
3945;DECORATEURS ET EBENISTES DE FRANCE;470;0
3946;SOCIETE D'EXPLOITATION RAPP;470;0
3947;FRANCE LITERIE EXPANSION;470;0
3948;GAUTIER FRANCE;470;0
3949;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;470;0
3950;HABITAT FRANCE;470;0
3951;HOME CONCEPT GROUP;470;0
3952;DECOR HEYTENS FRANCE;470;0
3953;MEURAMA FRANCE;470;0
3954;MEUBLES IKEA FRANCE;470;0
3955;KERIA;470;0
3956;SODIPRAM;470;0
3957;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;470;0
3958;LAURIE LUMIERES;470;0
3959;CONFORT DECOR;470;0
3960;ROCHE BOBOIS GROUPE;470;0
3961;SOC ACHAT GESTION AMEUBLEMENT;470;0
3962;SCHMIDT GROUPE;470;0
3963;STORY FRANCE;470;0
3964;UNION COMMERCIALE EQUIPEMENT MOBILIER;470;0
3965;GROUP EUROP FINANC ETUDES COMMERCIALES;470;0
3966;IDEAL HOME CONCEPT (I.H.C);470;0
3967;FIRST SERVICE;470;0
3968;STAMP;470;0
3969;XXL COMPANY;470;0
3970;TAPIS SAINT MACLOU;470;0
3971;ALINEA;471;0
3972;SOC EUROPEENNE AGENCEMET SEA;471;0
3973;BOCONCEPT  RETAIL FRANCE SARL;471;0
3974;BUT INTERNATIONAL;471;0
3975;CAMIF MATELSOM;471;0
3976;GROUPEMENT MOBILIER DE FRANCE;471;0
3977;CHANTEMUR;471;0
3978;CONFORAMA FRANCE;471;0
3979;DECORATEURS ET EBENISTES DE FRANCE;471;0
3980;SOCIETE D'EXPLOITATION RAPP;471;0
3981;FRANCE LITERIE EXPANSION;471;0
3982;GAUTIER FRANCE;471;0
3983;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;471;0
3984;HABITAT FRANCE;471;0
3985;HOME CONCEPT GROUP;471;0
3986;DECOR HEYTENS FRANCE;471;0
3987;MEURAMA FRANCE;471;0
3988;MEUBLES IKEA FRANCE;471;0
3989;KERIA;471;0
3990;SODIPRAM;471;0
3991;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;471;0
3992;LAURIE LUMIERES;471;0
3993;CONFORT DECOR;471;0
3994;ROCHE BOBOIS GROUPE;471;0
3995;SOC ACHAT GESTION AMEUBLEMENT;471;0
3996;SCHMIDT GROUPE;471;0
3997;STORY FRANCE;471;0
3998;UNION COMMERCIALE EQUIPEMENT MOBILIER;471;0
3999;GROUP EUROP FINANC ETUDES COMMERCIALES;471;0
4000;IDEAL HOME CONCEPT (I.H.C);471;0
4001;FIRST SERVICE;471;0
4002;STAMP;471;0
4003;XXL COMPANY;471;0
4004;TAPIS SAINT MACLOU;471;0
4005;ALINEA;472;0
4006;SOC EUROPEENNE AGENCEMET SEA;472;0
4007;BOCONCEPT  RETAIL FRANCE SARL;472;0
4008;BUT INTERNATIONAL;472;0
4009;CAMIF MATELSOM;472;0
4010;GROUPEMENT MOBILIER DE FRANCE;472;0
4011;CHANTEMUR;472;0
4012;CONFORAMA FRANCE;472;0
4013;DECORATEURS ET EBENISTES DE FRANCE;472;0
4014;SOCIETE D'EXPLOITATION RAPP;472;0
4015;FRANCE LITERIE EXPANSION;472;0
4016;GAUTIER FRANCE;472;0
4017;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;472;0
4018;HABITAT FRANCE;472;0
4019;HOME CONCEPT GROUP;472;0
4020;DECOR HEYTENS FRANCE;472;0
4021;MEURAMA FRANCE;472;0
4022;MEUBLES IKEA FRANCE;472;0
4023;KERIA;472;0
4024;SODIPRAM;472;0
4025;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;472;0
4026;LAURIE LUMIERES;472;0
4027;CONFORT DECOR;472;0
4028;ROCHE BOBOIS GROUPE;472;0
4029;SOC ACHAT GESTION AMEUBLEMENT;472;0
4030;SCHMIDT GROUPE;472;0
4031;STORY FRANCE;472;0
4032;UNION COMMERCIALE EQUIPEMENT MOBILIER;472;0
4033;GROUP EUROP FINANC ETUDES COMMERCIALES;472;0
4034;IDEAL HOME CONCEPT (I.H.C);472;0
4035;FIRST SERVICE;472;0
4036;STAMP;472;0
4037;XXL COMPANY;472;0
4038;TAPIS SAINT MACLOU;472;0
4039;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;473;1
4040;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;474;1
4041;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;475;1
4042;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;476;1
4043;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;477;1
4044;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;478;1
4045;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;479;1
4046;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;480;1
4047;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;481;1
4048;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;482;1
4049;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;483;1
4050;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;484;1
4051;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;485;1
4052;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;486;1
4053;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;487;1
4054;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;488;1
4055;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;489;1
4056;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;490;1
4057;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;491;1
4058;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;492;1
4059;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;493;1
4060;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;494;1
4061;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;495;1
4062;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;496;1
4063;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;497;1
4064;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;498;1
4065;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;499;1
4066;FEDERAT DEP SYND EXPLOIT AGRICOLE YONNE;500;1
4067;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;501;1
4068;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;502;1
4069;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;503;1
4070;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;504;1
4071;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;505;1
4072;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;506;1
4073;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;507;1
4074;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;508;1
4075;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;509;1
4076;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;510;1
4077;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;511;1
4078;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;512;1
4079;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;513;1
4080;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;514;1
4081;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;515;1
4082;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;516;1
4083;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;517;1
4084;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;518;1
4085;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;519;1
4086;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;520;1
4087;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;521;1
4088;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;522;1
4089;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;523;1
4090;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;524;1
4091;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;525;1
4092;UNION PROFESSIONNELLE ARTISANALE DEPARTEMENTALE DES HAUTES-ALPES (U.P.A.D. 05);526;1
4093;THE ONE CAMPAIGN;527;1
4094;THE ONE CAMPAIGN;528;1
4095;THE ONE CAMPAIGN;529;1
4096;THE ONE CAMPAIGN;530;1
4097;THE ONE CAMPAIGN;531;1
4098;THE ONE CAMPAIGN;532;1
4099;THE ONE CAMPAIGN;533;1
4100;THE ONE CAMPAIGN;534;1
4101;THE ONE CAMPAIGN;535;1
4102;THE ONE CAMPAIGN;536;1
4103;THE ONE CAMPAIGN;537;1
4104;LA FILIERE FRANCAISE DE L'EAU;538;1
4105;LA FILIERE FRANCAISE DE L'EAU;539;1
4106;ADMICAL ASS;540;0
4107;AQUIMER;541;0
4108;FEDERATION FRANCAISE DES DIABETIQUES;542;0
4109;FEDERATION FRANCAISE DES DIABETIQUES;543;0
4110;ALUMINIUM FRANCE;544;0
4111;COMITE COORDINATION DENTAIRE;545;0
4112;DEMOCRATIE OUVERTE;546;0
4113;MATRICE ASSOCIATION;546;0
4114;FRENCH ASSOCIATION FOR CIVIC EDUCATION & PARTICIPATION;546;0
4115;CLUB DES JEUNES ACTIFS DEMOCRATE;546;0
4116;ALUMINIUM FRANCE;547;0
4117;SYND NAT TRANS PROD NATUREL CULTURE BIO;548;0
4118;COMITE COORDINATION DENTAIRE;549;0
4119;AVEC MODERATION;550;0
4120;SYND FEDERATION PROFESS PISCINE FPP;551;0
4121;FEDERATION FRANCAISE DES DIABETIQUES;552;0
4122;ARKEMA;553;0
4123;ADMICAL ASS;554;0
4124;DEMOCRATIE OUVERTE;555;0
4125;MATRICE ASSOCIATION;555;0
4126;FRENCH ASSOCIATION FOR CIVIC EDUCATION & PARTICIPATION;555;0
4127;CLUB DES JEUNES ACTIFS DEMOCRATE;555;0
4128;SYND FEDERATION PROFESS PISCINE FPP;556;0
4129;FEDERATION FRANCAISE DES DIABETIQUES;557;0
4130;ALUMINIUM FRANCE;558;0
4131;RIO TINTO FRANCE S.A.S;559;0
4132;FERROPEM;559;0
4133;TRIMET FRANCE;559;0
4134;GLENCORE MANGANESE FRANCE;559;0
4135;COMILOG DUNKERQUE;559;0
4136;ARKEMA;559;0
4137;KEM ONE;559;0
4138;MSSA;559;0
4139;AVEC MODERATION;560;0
4140;UNION NATIONAL INDUST BRICOL JARDIN ACTI;561;0
4141;ARKEMA;562;0
4142;ASSOCIATION AUTISME ESPOIR VERS L'ECOLE;563;0
4143;ETUDIANTS ET DEVELOPPEMENT;564;1
4144;ADMICAL ASS;565;1
4145;ADMICAL ASS;566;1
4146;ADMICAL ASS;567;1
4147;CARREFOUR PROPERTY FRANCE;568;0
4148;SECHE ENVIRONNEMENT;569;0
4149;VINCI CONSTRUCTION FRANCE;570;0
4150;EQIOM;571;1
4151;EQIOM;572;1
4152;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;573;0
4153;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;574;0
4154;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;575;0
4155;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;576;0
4156;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;577;0
4157;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;578;0
4158;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;579;0
4159;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;580;0
4160;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;581;0
4161;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;582;0
4162;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;583;0
4163;UNION NATIONALE DES DETAILLANTS EN FRUITS ET LEGUMES;584;0
4164;INITIATIVE MINDFULNESS FRANCE;585;1
4165;GROUPEMENT HIPPIQUE NATIONAL;586;1
