;representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
2046;1204;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2047;1204;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
2048;1207;UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;W751216334;RNA
2049;1207;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
2050;1209;ASSOCIATION PROFESSIONNELLE DES RESPONSABLES DES RELATIONS AVEC LES POUVOIRS PUBLICS - ARPP;W751074197;RNA
2051;1209;ASSOCIATION POUR LE PAVILLON PETROLIER FRANCAIS;820547271;SIREN
2052;1209;ASS PREVENTION TRANSPORTS HYDROCARBURES;305303497;SIREN
2053;1209;ASS UTILISATEURS TRANSPORTS FRET;393985890;SIREN
2054;1209;CTRE DOCUM RECHE EXPER POLLU ACCID EAUX;315429142;SIREN
2055;1209;CTE INTERP DEVEL FORM TRANS MARCH DANGER;422669861;SIREN
2056;1209;COMITE PROFESSIONNEL PETROLE;775671803;SIREN
2057;1209;CENTRE PROFESSIONNEL DES LUBRIFIANTS;314172172;SIREN
2058;1209;CLUB MERCATEL;380262964;SIREN
2059;1209;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
2060;1209;CTE PROF STOCKS STRATEGIQUES PETROLIERS;390729176;SIREN
2061;1209;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
2062;1209;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2063;1209;FENARIVE;428495535;SIREN
2064;1209;CONSEIL FRANCAIS DE L'ENERGIE;784661993;SIREN
2065;1209;CTRE INTERPROF TECH ETUDE POLLUT  ATMOSP;784663544;SIREN
2066;1209;ENERGIES HAUTE NORMANDIE;513566869;SIREN
2067;1209;ASSOCIATION NATIONALE DES COMMUNES POUR LA MAITRISE DES RISQUES TECHNOLOGIQUES MAJEURS;492719976;SIREN
2068;1209;EVOLEN;534585419;SIREN
2069;1209;ENTR TAILLE HUMAINE INDEPEND CROISSANCE;309021921;SIREN
2070;1209;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
2071;1209;UNION DES PORTS DE FRANCE;319617635;SIREN
2072;1211;FESAC;484376678;SIREN
2073;1211;CONFEDERATION DES PRODUCTEURS AUDIOVISUELS;532784147;SIREN
2074;1215;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2075;1215;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
2076;1215;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
2077;1215;GROUPEMENT DES INDUSTRIES DE CONSTRUCTION ET ACTIVITES NAVALES;784360109;SIREN
2078;1216;SYNDICAT FABRIC EQUIP AUTOMOBILES;785425836;SIREN
2079;1216;SYNDICAT NATIONAL DU CAOUTCHOUC ET DES POLYMERES;784357485;SIREN
2080;1217;ASSOCIATION DE DEFENSE DES ENTREPRISES PENALISEES PAR L'AFFILIATION A UNE CAISSE DE CONGES PAYES DU BATIMENT (ADEPACCOPAB);W751177781;RNA
2081;1217;UNION INDUSTRIES METALLURGIQUES MINIERES;784717191;SIREN
2082;1217;UNION INDUSTR MATIERS METAL EN BRETAGNE;441023751;SIREN
2083;1218;CONFE FRANC COMME GROS INTER COMME INTER;784669152;SIREN
2084;1220;SYNTEC INGENIERIE;384718839;SIREN
2085;1220;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
2086;1222;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
2087;1224;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2088;1224;INSTITUT DE LA GESTION DELEGUEE;407693837;SIREN
2089;1227;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2090;1228;ORDRE DES AVOCATS A LA COUR DE PARIS;302979075;SIREN
2091;1229;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;481370039;SIREN
2092;1229;UNION NATIONALE ASSOCIAT FAMILIALES;784411902;SIREN
2093;1230;JEUNES AGRICULTEURS GRAND EST;528510993;SIREN
2094;1233;FEDERATION NAT AVIATION MARCHANDE;394382089;SIREN
2095;1234;JEUNES AGRICULTEURS NOUVELLE AQUITAINE;490290400;SIREN
2096;1235;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
2097;1235;TECH'IN FRANCE;489305367;SIREN
2098;1235;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
2099;1235;SYNTEC NUMERIQUE;384719001;SIREN
2100;1237;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
2101;1238;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
2102;1238;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
2103;1238;ASSOCIATION DES GRANDS UTILISATEURS DE RESEAUX RADIO D'EXPLOITATION (AGURRE);W932004303;RNA
2104;1238;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
2105;1238;CHAMBRE COMMERCE & INDUSTRIE PAU BEARN;186400024;SIREN
2106;1238;GROUP ETUDE SECURITE INDUSTRI PETROLIERE;316853514;SIREN
2107;1238;INSTITUT MONTAIGNE;444920318;SIREN
2108;1238;OBSERVATOIRE NATIONAL DT DICT;534752704;SIREN
2109;1238;UPRIGAZ(UNION PROF.INDUSTRIES PRIV. GAZ);429801665;SIREN
2110;1238;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
2111;1238;MEDEF BEARN ET SOULE;782357065;SIREN
2112;1240;COSMOS MAISON DU SPORT FRANCAIS;490684206;SIREN
2113;1244;FEDERATION DES ENTREPRISES DES OUTRE-MER;393411855;SIREN
2114;1244;CCI FRANCE;187500020;SIREN
2115;1244;EURODOM;379373152;SIREN
2116;1247;CONFED NAT ARTISAN DES METIER ET SERVICE;784409211;SIREN
2117;1248;SYNTEC NUMERIQUE;384719001;SIREN
2118;1248;ASSOCIATION DES SERVICES INTERNET COMMUNAUTAIRES (ASIC);H472708392;HATVP
2119;1250;JEUNES AGRICULTEURS;784853970;SIREN
2120;1250;ASS DEP AMENAG STRUCTURE EXPL AGRICOLE;340601178;SIREN
2121;1250;AGRICULTEURS FRANCAIS ET DEVELOPPEMENT INTERNATIONAL DU DEPARTEMENT DU GERS;499000065;SIREN
2122;1251;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
2123;1251;TRANSPARENCY INTERNATIONAL FRANCE;425138393;SIREN
2124;1251;SYNTEC NUMERIQUE;384719001;SIREN
2125;1251;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2126;1251;TECH'IN FRANCE;489305367;SIREN
2127;1251;ASSOC FONDATION INTERNET NOUVEL. GENERAT;432401628;SIREN
2128;1251;COMMISSION NATIONALE DE L'INFORMATIQUE ET DES LIBERTES;110000122;SIREN
2129;1251;RENAISSANCE NUMERIQUE;501629232;SIREN
2130;1252;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
2131;1253;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
2132;1255;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2133;1255;CGPME COMMUNICATION;438965352;SIREN
2134;1256;JEUNES AGRICULTEURS BOURGOGNE FRANCHE-COMTE;430005942;SIREN
2135;1257;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2136;1257;UNION INDUSTRIES METALLURGIQUES MINIERES;784717191;SIREN
2137;1257;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
2138;1257;A I M C C;784602245;SIREN
2139;1259;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
2140;1260;BASE;H467201901;HATVP
2141;1262;GPT INDUST CONSTRUCTION ARMEMENTS NAVALS;390395556;SIREN
2142;1263;ASSOC FONDATION INTERNET NOUVEL. GENERAT;432401628;SIREN
2143;1263;OPEN DATA FRANCE;800534521;SIREN
2144;1265;UNION NATIO DES LOCATAIRES INDEPENDANTS;424392819;SIREN
2145;1268;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
2146;1269;REVIPAC;390766343;SIREN
2147;1269;MOUVEMENT DE L INTERSECTEUR PAPIER CARTON;820154060;SIREN
2148;1269;CONSEIL NATIONAL DE L'EMBALLAGE;415136787;SIREN
2149;1269;LES PRODUCTEURS DE LEGUMES DE FRANCE;304154198;SIREN
2150;1269;GALIA;332173665;SIREN
2151;1271;CONFED GENERALE PETITES MOYENNES ENTREPR;316809367;SIREN
2152;1272;FEDERATION FRANÇAISE DES ASSOCIATIONS D'ACTIONNAIRES SALARIES ET ANCIENS SALARIES (FAS);H000000004;HATVP
2153;1273;GROUPEMENT DES PROFESSIONNELS DES CERTIFICATS D'ECONOMIES D'ENERGIE (GPC2E);W133019766;RNA
2154;1273;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
2155;1275;JEUNES AGRICULTEURS CORSE;799365291;SIREN
2156;1276;GROUPEMENT DES PROFESSIONNELS DES METIERS DE L'AERIEN GPMA;W751187965;RNA
2157;1276;UNION FRANÇAISE DE L'EXPRESS;W952008441;RNA
2158;1276;BAR FRANCE - BOARD OF AIRLINES REPRESENTATIVES FRANCE;W751012547;RNA
2159;1277;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
2160;1277;CENTRE NATIONAL DES PROFESSIONS DE SANTE CNPS;W751032258;RNA
2161;1277;UNION NATIONALE DES PROFESSIONNELS DE SANTE;499631315;SIREN
2162;1278;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2163;1282;JEUNES AGRICULTEURS PACA;404486078;SIREN
2164;1283;FRSEA NORD PAS DE CALAIS PICARDIE;820024305;SIREN
2165;1283;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
2166;1285;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
2167;1285;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
2168;1285;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
2169;1286;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION AUVERGNE - RHONE-ALPES;130022692;SIREN
2170;1286;CCI FRANCE;187500020;SIREN
2171;1288;FAMILLES RURALES FEDERATION NATIONALE;784672792;SIREN
2172;1290;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
2173;1293;CENTRE NAT INTERPRO ECONOMIE LAITIERE;300817954;SIREN
2174;1293;INTERBEV;378355929;SIREN
2175;1293;ASS INTERPROF DES FRUITS & LEGUMES FRAIS;308647395;SIREN
2176;1293;VIVEA;440656247;SIREN
2177;1294;ASSOCIATION DES FOURNISSEURS DE TABACS A FUMER;821297355;SIREN
2178;1295;GROUP NAT INTERPRO SEMEN PLANT;775657398;SIREN
2179;1295;INTEREL;352280416;SIREN
2180;1298;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2181;1299;UNION APNM;H881356278;HATVP
2182;1303;UNION METIERS & INDUSTRIES HOTELLERIE;784357857;SIREN
2183;1303;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
2184;1304;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
2185;1306;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
2186;1307;NEXEM;817664659;SIREN
2187;1307;UNION NAT ASSOCIAT TOURISME;775685134;SIREN
2188;1307;COMITE NATIONAL DE SOLIDARITE LAIQUE;339797920;SIREN
2189;1307;CONSEIL NAL DES EMPLOYEURS ASSOCIATIFS;483326518;SIREN
2190;1308;ASSOCIATION FRANÇAISE DES ETABLISSEMENTS DE PAIEMENT ET DE MONNAIE ELECTRONIQUE (AFEPAME);W751206904;RNA
2191;1308;L'ASSOCIATION DE L'ECONOMIE NUMERIQUE;322387945;SIREN
2192;1309;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
2193;1310;FEDERAT NAT COMM EXTER PRODUIT ALIMENT;784668659;SIREN
2194;1310;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
2195;1311;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2196;1311;AFIPA;451446553;SIREN
2197;1311;SYND INDUST MEDICAM VETERIN REACTIF;423203645;SIREN
2198;1312;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
2199;1313;MEDEF HAUTS DE SEINE;308290519;SIREN
2200;1313;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
2201;1314;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
2202;1315;G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;489472829;SIREN
2203;1315;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2204;1316;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2205;1316;MEDEF RHONE ALPES;300986403;SIREN
2206;1317;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
2207;1317;ASS VAL'HOR;431985183;SIREN
2208;1320;EURELECTRIC;418665626;SIREN
2209;1321;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2210;1321;FESAC;484376678;SIREN
2211;1321;ASS DEVELOPP EQUITABLE MUSIQUE LIGNE;481417681;SIREN
2212;1322;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2213;1324;MEDEF ANJOU;786119057;SIREN
2214;1324;MEDEF DU PAYS CHOLETAIS;786151654;SIREN
2215;1324;UNION DEPT DES PME DU MAINE ET LOIRE;410551550;SIREN
2216;1326;JEUNES AGRICULTEURS NORMANDIE;793313206;SIREN
2217;1328;FEDERATION NATIONALE PUBLICITE;784857088;SIREN
2218;1328;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
2219;1329;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
2220;1329;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
2221;1329;AVENIR TRANSPORTS;439476250;SIREN
2222;1329;UNION DES PORTS DE FRANCE;319617635;SIREN
2223;1329;INNOVATIONS BLEUES;807610027;SIREN
2224;1330;ASS FRANCAISE DE LA GESTION FINANCIERE;784362584;SIREN
2225;1330;PARIS EUROPLACE;393769252;SIREN
2226;1331;FRANCE DIGITALE;791772445;SIREN
2227;1333;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
2228;1333;CHAMBRE DE COMMERCE INTERNATIONALE;784357337;SIREN
2229;1333;CLUB DES TRENTE ASSOCIATION DE DIRIGEANTS FINANCIERS;W751038123;RNA
2230;1333;AEPL;827898628;SIREN
2231;1333;ASSOCIATION FRANCE QUALITE PERFORMANCE;752394536;SIREN
2232;1333;CLUB INFORMATIQUE GRANDES ENTREPRISES FR;310785985;SIREN
2233;1333;LE CLUB DES JURISTES;504789082;SIREN
2234;1333;DIALOGUE FRANCO-RUSSE;484238522;SIREN
2235;1333;CLIFF INVESTOR RELATIONS;345328587;SIREN
2236;1333;CLUB  DES DIRECTEURS  DE SECURITE DE L ENTREPRISE;485331615;SIREN
2237;1333;COLLEGE DES DIRECTEURS DU DEVELOPPEMENT DURABLE;795312511;SIREN
2238;1333;ASSOCIATION CONFRONTATIONS;387716798;SIREN
2239;1333;MEDEF YVELINES;798066072;SIREN
2240;1333;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
2241;1333;INSTIT FRANC RELATIONS INTERNATIONALES;784308926;SIREN
2242;1333;INSTITUT MONTAIGNE;444920318;SIREN
2243;1333;CAP DIGITAL;489749291;SIREN
2244;1333;THE SHIFT PROJECT;520104035;SIREN
2245;1333;ASSOCIATION NATIONALE DES DIRECTEURS DES RESSOURCES HUMAINES;784414187;SIREN
2246;1333;CDP WOLRDWIDE (Europe) GGMBH;H632103707;HATVP
2247;1334;ATOUT FRANCE AGENCE FRANCAISE DE DEVELOPPEMENT TOURISTIQUE;340709211;SIREN
2248;1334;ASS TOURISME ET HANDICAPS;439418021;SIREN
2249;1334;FRANCE VELO TOURISME;515329514;SIREN
2250;1334;ASS PROF DE SOLIDARITE DU TOURISME;784718983;SIREN
2251;1334;CONSEIL NATIONAL VILLES VILLAGES FLEURIS;352873962;SIREN
2252;1335;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
2253;1336;OBSERVATOIRE IMMOBILIER DU SUD OUEST;522800408;SIREN
2254;1336;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
2255;1338;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2256;1340;ALLIANCE FRANCAISE DES INDUSTRIES DU NUMERIQUE;438608630;SIREN
2257;1340;INSTITUT MONTAIGNE;444920318;SIREN
2258;1340;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
2259;1341;UNION DES MAISONS ET MARQUES DE VIN;434848578;SIREN
2260;1341;ASS FEDERATION EXP VINS SPIRITUEUX FCE;434848776;SIREN
2261;1341;COMITE INTERPROF DU VIN DE CHAMPAGNE;780385829;SIREN
2262;1341;MOUVEMENT DES ENTREPRISES DE FRANCE CHAM;327036554;SIREN
2263;1342;UNION FRANÇAISE DE L'EXPRESS;W952008441;RNA
2264;1342;ARCY;347732976;SIREN
2265;1342;FEDERATION NATIONALE TRANSPORTS ROUTIERS;775671746;SIREN
2266;1342;UNION DES SOCIETES AERONAUTIQUES ET DES INDUSTRIES ASSOCIEES REPRESENTEES EN EUROPE (U.S.A.I.R.E.);W923000138;RNA
2267;1342;ROISSY DEVELOPPEMENT;484496757;SIREN
2268;1342;BOARD OF AIRLINES REPRESENTATIVES FRANCE - B.A.R.-FRANCE;H975607602;HATVP
2269;1342;FEDERATION FRANCAISE CARROSSERIE;784717019;SIREN
2270;1342;FRANCO BRITISH CHAMBER OF COMM & INDUSTR;316331107;SIREN
2271;1343;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
2272;1344;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
2273;1345;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
2274;1347;MEDEF COTE D'OR;778212621;SIREN
2275;1347;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES DE COTE D'OR;403007610;SIREN
2276;1348;FEDERATION FRANCAIS BATIMENT EURE & LOIR;775103526;SIREN
2277;1349;FEDERATION DES EXPORTATEURS DE VINS ET SPIRITUEUX DE FRANCE;W751042421;RNA
2278;1349;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
2279;1349;ASSOCIATION PROFESSIONNELLE DES RESPONSABLES DES RELATIONS AVEC LES POUVOIRS PUBLICS - ARPP;W751074197;RNA
2280;1349;UNION DES MAISONS DE CHAMPAGNE;780428777;SIREN
2281;1349;COMITE INTERPROF DU VIN DE CHAMPAGNE;780385829;SIREN
2282;1349;FEDERATION FRANCAISE DES SPIRITUEUX;438144107;SIREN
2283;1349;Fédération Française des Vins d'Apéritif;418911335;SIREN
2284;1349;BUREAU NATIONAL INTERPR COGNAC;775563455;SIREN
2285;1349;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
2286;1349;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
2287;1349;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
2288;1349;COMITE NAT FR CHAMBRE COMMERCE INTERN;784855520;SIREN
2289;1349;PARIS EUROPLACE;393769252;SIREN
2290;1349;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
2291;1349;UNION DES ANNONCEURS;784669533;SIREN
2292;1349;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
2293;1349;AVEC MODERATION;393501812;SIREN
2294;1353;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
2295;1353;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
2296;1353;FRANCE DIGITALE;791772445;SIREN
2297;1354;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
2298;1355;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
2299;1356;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2300;1356;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
2301;1356;CLIMO;445273188;SIREN
2302;1358;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
2303;1358;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
2304;1358;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
2305;1358;COENOVE;802338681;SIREN
2306;1358;COM'PUBLICS;398995142;SIREN
2307;1359;INSTITUT DE LA GESTION DELEGUEE;407693837;SIREN
2308;1359;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;784717068;SIREN
2309;1360;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2310;1360;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
2311;1362;CONSEIL NATION ORDRE ARCHITECT;784356354;SIREN
2312;1363;ASSOCIATION FRANCAISE DES SOCIETES FINANCIERES ASF;W751004754;RNA
2313;1365;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
2314;1367;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
2315;1369;SYNDICAT DES PROFESSIONNELS DES CENTRES DE CONTACTS;351922521;SIREN
2316;1369;MEDEF DE L'EST PARISIEN;424430346;SIREN
2317;1369;FEDERATION NAT AVIATION MARCHANDE;394382089;SIREN
2318;1369;ASS FRANCAISE CENTRES RELATION CLIENTELE;478516743;SIREN
2319;1371;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
2320;1372;CONFEDERATION GENERALE DES PETITES ET MOYENNES ENTREPRISES DE SAVOIE;403809924;SIREN
2321;1373;PARIS EUROPLACE;393769252;SIREN
2322;1373;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
2323;1373;COOP FR LES ENTREPRISES COOPERATIVES;317165728;SIREN
2324;1373;ASS  A F E C E I;428419287;SIREN
2325;1374;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2326;1376;FNSEA;781565825;SIREN
2327;1378;AGENCE QUALITE CONSTRUCTION;327215695;SIREN
2328;1379;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2329;1379;FEDERATION FRANCAISE DU BATIMENT NORMANDIE;781121785;SIREN
2330;1379;ASS INTERPROF PATRON INDUST COMMERCE;387758808;SIREN
2331;1380;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
2332;1380;FEDER REGIO EXPLO AGRIC NORD BASS PARIS;784178220;SIREN
2333;1381;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
2334;1381;EVOLEN;534585419;SIREN
2335;1382;ASS RELATIONS AVEC POUVOIRS PUBLICS;480217165;SIREN
2336;1383;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;502725955;SIREN
2337;1383;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
2338;1383;SYND INDUST MEDICAM VETERIN REACTIF;423203645;SIREN
2339;1383;G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;489472829;SIREN
2340;1383;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
2341;1383;INSTITUT DE L ENTREPRISE;302655154;SIREN
2342;1383;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
2343;1384;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2344;1384;ASSOCIATION FRANCE BIOTECH;417666278;SIREN
2345;1386;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
2346;1386;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
2347;1386;ASSOCIATION CRID;443636501;SIREN
2348;1386;COLLECTIF ETHIQUE SUR L'ETIQUETTE;500618046;SIREN
2349;1386;FINANCE WATCH;H850369601;HATVP
2350;1386;EURODAD;H200717583;HATVP
2351;1386;OXFAM INTERNATIONAL;H901185954;HATVP
2352;1387;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
2353;1388;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
2354;1388;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2355;1388;RHONALP ENERGIE-ENVIRONNEMENT;314538513;SIREN
2356;1388;FRANCE HYDRO ELECTRICITE GPAE ECOWATT;420030967;SIREN
2357;1388;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
2358;1388;CAPENERGIES;488702218;SIREN
2359;1388;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
2360;1388;AIPCN;501175632;SIREN
2361;1388;SOC HYDROTECHNIQUE DE FRANCE;784309056;SIREN
2362;1389;ASSOCIATION FRANCAISE DES PRODUCTEURS DE PRODUITS DE BIOCONTROLE;793600313;SIREN
2363;1389;UNION INDUS PROTECT PLANT UIPP;785308420;SIREN
2364;1389;UNION DES INDUSTRIES DE LA FERTILISATION;775688476;SIREN
2365;1391;CLUB VILLE AMENAGEMENT;403202823;SIREN
2366;1391;ASS DES MAIRES D ILE DE FRANCE;388139693;SIREN
2367;1391;FRANCAISE DE DEVELOPPEMENT URBAIN;352482285;SIREN
2368;1392;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
2369;1392;CIRIEC;385036694;SIREN
2370;1392;MUTUELLE CENTRALE FINANCES;302976568;SIREN
2371;1392;MUTUELLE DES DOUANES;310046719;SIREN
2372;1392;MUTUELLE GENERALE DES AFFAIRES SOCIALES;390810844;SIREN
2373;1392;MUTUELLE DES SAPEURS POMPIERS DE PARIS;391036183;SIREN
2374;1392;MGEN UNION;441921962;SIREN
2375;1392;MUTUELLE NATIONALE DES FONCTIONNAIRES DES COLLECTIVITES TERRITORIALES  PREVENTION;482350717;SIREN
2376;1392;MUTUELLE GENERALE DE L'ECONOMIE DES FINANCES ET DE L INDUSTRIE;499982098;SIREN
2377;1392;MUTUELLE DU MINISTERE DE LA JUSTICE;775657521;SIREN
2378;1392;MUTUELLE DE L'INSEE;775666266;SIREN
2379;1392;MUTUELLE NATIONALE MILITAIRE;775666324;SIREN
2380;1392;MUTUELLE DES AFFAIRES ETRANGERES;775666332;SIREN
2381;1392;MUTUELLE NATIONALE TERRITORIALE MNT;775678584;SIREN
2382;1392;MUTUELLE INTERIALE;775685365;SIREN
2383;1392;CDC MUTUELLE;784301434;SIREN
2384;1392;MUTUELLE DE L ARMEE DE L AIR;784338675;SIREN
2385;1392;CAISSE NAT GENDARME-MUTUELLE GENDARMERIE;784442873;SIREN
2386;1392;MUTUELLE CIVILE DE LA DEFENSE;784621476;SIREN
2387;1392;MUTUELLE D'ACTION SOCIALE DES FINANCES PUBLIQUES;778147132;SIREN
2388;1392;UNION NLE DES MUTUELLES DE LA SANTE;382014132;SIREN
2389;1392;LA MUTUELLE INTERIALE ENTREPRISES ET EXPATRIES;784647323;SIREN
2390;1393;UNION ROUTIERE DE FRANCE;784361701;SIREN
2391;1393;UNION NATIO SERVI PUBLI INDUS & COMME;451534234;SIREN
2392;1393;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
2393;1395;FRANCE INVEST;349165779;SIREN
2394;1395;FINANSOL FINANCE ET SOLIDARITE;409218765;SIREN
2395;1395;PARIS EUROPLACE;393769252;SIREN
